date,realtime_end,realtime_start,INDPRO
1927-03-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.662
1927-03-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.703
1927-03-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.688
1927-03-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.664
1927-03-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-03-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.478
1927-03-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.484
1927-03-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.606
1927-03-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.6059
1927-03-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.431
1927-03-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.6056
1927-03-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.6046
1927-03-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.7659
1927-03-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.7796
1927-03-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.794
1927-03-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.7897
1927-03-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.7907
1927-03-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,7.0384
1927-03-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,7.0707
1927-03-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,7.0373
1927-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,7.0062
1927-04-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.9
1927-04-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.9
1927-04-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.404
1927-04-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.409
1927-04-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.497
1927-04-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.482
1927-04-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.458
1927-04-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-04-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.277
1927-04-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.283
1927-04-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.426
1927-04-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.4255
1927-04-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.2548
1927-04-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.4252
1927-04-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.4242
1927-04-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.6054
1927-04-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.6188
1927-04-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.6329
1927-04-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.6287
1927-04-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.6297
1927-04-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.8715
1927-04-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.903
1927-04-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.8704
1927-04-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.8401
1927-05-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,14.0
1927-05-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,11.0
1927-05-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.488
1927-05-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.494
1927-05-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.566
1927-05-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.55
1927-05-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.527
1927-05-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-05-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.344
1927-05-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.35
1927-05-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.486
1927-05-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.4856
1927-05-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.3135
1927-05-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.4854
1927-05-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.4844
1927-05-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.6589
1927-05-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.6724
1927-05-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.6866
1927-05-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.6824
1927-05-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.6834
1927-05-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.9271
1927-05-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.9589
1927-05-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.9261
1927-05-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.8954
1927-06-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,14.0
1927-06-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.9
1927-06-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.446
1927-06-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.452
1927-06-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.531
1927-06-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.516
1927-06-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.493
1927-06-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-06-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.311
1927-06-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.316
1927-06-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.456
1927-06-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.4556
1927-06-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.2841
1927-06-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.4553
1927-06-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.4543
1927-06-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.6322
1927-06-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.6456
1927-06-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.6597
1927-06-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.6556
1927-06-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.6565
1927-06-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.8993
1927-06-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.931
1927-06-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.8982
1927-06-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.8678
1927-07-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.8
1927-07-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.8
1927-07-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.32
1927-07-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.325
1927-07-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.428
1927-07-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.413
1927-07-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.39
1927-07-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-07-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.21
1927-07-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.216
1927-07-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.365
1927-07-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.3654
1927-07-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.196
1927-07-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.3651
1927-07-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.3641
1927-07-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.5519
1927-07-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.5652
1927-07-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.5791
1927-07-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.575
1927-07-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.576
1927-07-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.8158
1927-07-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.8471
1927-07-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.8148
1927-07-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.7847
1927-08-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.8
1927-08-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.8
1927-08-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.32
1927-08-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.325
1927-08-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.428
1927-08-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.413
1927-08-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.39
1927-08-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-08-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.21
1927-08-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.216
1927-08-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.365
1927-08-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.3654
1927-08-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.196
1927-08-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.3651
1927-08-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.3641
1927-08-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.5519
1927-08-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.5652
1927-08-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.5791
1927-08-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.575
1927-08-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.576
1927-08-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.8158
1927-08-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.8471
1927-08-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.8148
1927-08-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.7847
1927-09-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.6
1927-09-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.6
1927-09-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.151
1927-09-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.157
1927-09-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.29
1927-09-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.276
1927-09-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.253
1927-09-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-09-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.076
1927-09-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.082
1927-09-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.245
1927-09-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.2451
1927-09-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.0785
1927-09-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.2449
1927-09-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.2439
1927-09-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.445
1927-09-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.458
1927-09-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.4717
1927-09-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.4677
1927-09-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.4686
1927-09-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.7045
1927-09-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.7353
1927-09-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.7035
1927-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.6739
1927-10-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.3
1927-10-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.4
1927-10-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,9.941
1927-10-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,9.946
1927-10-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.118
1927-10-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.104
1927-10-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.082
1927-10-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-10-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,7.908
1927-10-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,7.914
1927-10-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.095
1927-10-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.0948
1927-10-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,6.9317
1927-10-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.0946
1927-10-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.0936
1927-10-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.3112
1927-10-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.324
1927-10-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.3375
1927-10-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.3335
1927-10-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.3344
1927-10-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.5654
1927-10-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.5956
1927-10-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.5645
1927-10-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.5354
1927-11-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.3
1927-11-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.4
1927-11-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,9.941
1927-11-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,9.946
1927-11-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.118
1927-11-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.104
1927-11-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.082
1927-11-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-11-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,7.908
1927-11-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,7.914
1927-11-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.095
1927-11-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.0948
1927-11-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,6.9317
1927-11-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.0946
1927-11-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.0936
1927-11-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.3113
1927-11-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.324
1927-11-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.3375
1927-11-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.3335
1927-11-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.3344
1927-11-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.5654
1927-11-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.5956
1927-11-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.5645
1927-11-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.5354
1927-12-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.3
1927-12-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.4
1927-12-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,9.983
1927-12-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,9.988
1927-12-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.153
1927-12-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.138
1927-12-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.116
1927-12-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1927-12-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,7.942
1927-12-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,7.947
1927-12-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.125
1927-12-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.1249
1927-12-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,6.9611
1927-12-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.1246
1927-12-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.1237
1927-12-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.338
1927-12-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.3508
1927-12-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.3643
1927-12-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.3603
1927-12-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.3613
1927-12-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.5933
1927-12-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.6235
1927-12-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.5923
1927-12-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.5631
1928-01-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.6
1928-01-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.7
1928-01-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.194
1928-01-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.199
1928-01-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.325
1928-01-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.31
1928-01-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.287
1928-01-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1928-01-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.11
1928-01-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.115
1928-01-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.275
1928-01-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.2752
1928-01-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.1079
1928-01-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.2749
1928-01-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.2739
1928-01-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.4717
1928-01-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.4848
1928-01-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.4986
1928-01-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.4945
1928-01-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.4955
1928-01-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.7324
1928-01-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.7633
1928-01-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.7313
1928-01-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.7016
1928-02-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.7
1928-02-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.7
1928-02-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.278
1928-02-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.283
1928-02-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.394
1928-02-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.379
1928-02-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.356
1928-02-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1928-02-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.177
1928-02-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.182
1928-02-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.335
1928-02-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.3353
1928-02-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.1667
1928-02-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.335
1928-02-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.3341
1928-02-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.5252
1928-02-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.5384
1928-02-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.5523
1928-02-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.5482
1928-02-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.5491
1928-02-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.788
1928-02-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.8192
1928-02-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.787
1928-02-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.757
1928-03-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.9
1928-03-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.8
1928-03-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.362
1928-03-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.367
1928-03-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.462
1928-03-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.447
1928-03-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.424
1928-03-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1928-03-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.244
1928-03-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.249
1928-03-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.395
1928-03-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.3954
1928-03-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.2254
1928-03-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,7.3952
1928-03-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,7.3942
1928-03-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,6.5787
1928-03-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,6.592
1928-03-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,6.606
1928-03-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,6.6019
1928-03-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,6.6028
1928-03-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,6.8436
1928-03-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,6.8751
1928-03-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,6.8426
1928-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,6.8124
1928-04-01 00:00:00,1990-04-16 00:00:00,1990-01-01 00:00:00,13.8
1928-04-01 00:00:00,1997-01-26 00:00:00,1990-04-17 00:00:00,10.8
1928-04-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,10.32
1928-04-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,10.325
1928-04-01 00:00:00,2002-12-16 00:00:00,2002-12-05 00:00:00,8.428
1928-04-01 00:00:00,2003-03-13 00:00:00,2002-12-17 00:00:00,8.413
1928-04-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,8.39
1928-04-01 00:00:00,2003-11-13 00:00:00,2003-11-10 00:00:00,
1928-04-01 00:00:00,2004-12-21 00:00:00,2003-11-14 00:00:00,8.21
1928-04-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,8.216
1928-04-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,7.365
1928-04-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,7.3654
1928-04-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,7.196
