date,realtime_end,realtime_start,GDPC1
1982-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4618.9
1982-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4615.9
1982-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1982-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,4894.6
1982-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,4914.3
1982-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5177.1
1982-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,5857.3
1982-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,5852.3
1982-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6468.0
1982-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,6475.0
1982-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,6474.973
1982-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,3771.1
1982-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4637.4
1982-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4634.9
1982-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1982-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,4916.9
1982-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,4935.5
1982-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5204.9
1982-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,5889.1
1982-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,5884.0
1982-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6503.3
1982-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,6510.2
1982-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,6510.247
1982-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,3754.4
1982-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4615.3
1982-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4612.1
1982-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1982-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,4893.5
1982-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,4912.1
1982-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5185.2
1982-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,5866.4
1982-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,5861.4
1982-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6479.8
1982-07-01 00:00:00,2018-06-30 00:00:00,2014-07-30 00:00:00,6486.8
1982-10-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,3759.6
1982-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4622.8
1982-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4618.3
1982-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1982-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,4896.1
1982-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,4915.6
1982-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5189.8
1982-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,5871.0
1982-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,5866.0
1982-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6486.2
1982-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,6493.1
1982-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,6493.128
1983-01-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,3783.5
1983-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4669.8
1983-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4663.0
1983-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1983-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,4948.5
1983-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,4972.4
1983-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5253.8
1983-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,5944.0
1983-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,5938.9
1983-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6571.1
1983-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,6578.2
1983-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,6578.175
1983-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,3886.5
1983-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4771.3
1983-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4763.6
1983-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1983-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5063.6
1983-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5089.8
1983-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5372.3
1983-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6077.6
1983-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6072.4
1983-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6721.1
1983-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,6728.3
1983-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,6728.287
1983-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,3944.4
1983-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4855.5
1983-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4849.0
1983-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1983-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5152.6
1983-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5180.4
1983-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5478.4
1983-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6197.5
1983-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6192.2
1983-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6852.7
1983-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,6860.0
1983-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,6860.022
1983-10-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4012.1
1983-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,4943.6
1983-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,4939.2
1983-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1983-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5257.6
1983-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5286.8
1983-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5590.5
1983-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6325.6
1983-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6320.2
1983-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,6994.0
1983-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7001.5
1983-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7001.489
1984-01-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4089.5
1984-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5053.4
1984-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5053.6
1984-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1984-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5374.1
1984-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5402.3
1984-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5699.8
1984-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6448.3
1984-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6442.8
1984-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7132.9
1984-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7140.6
1984-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7140.597
1984-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4144.0
1984-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5129.8
1984-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5132.9
1984-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1984-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5465.9
1984-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5493.8
1984-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5797.9
1984-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6559.6
1984-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6554.0
1984-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7258.2
1984-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7266.0
1984-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7266.01
1984-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4166.4
1984-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5167.0
1984-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5170.3
1984-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1984-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5513.6
1984-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5541.3
1984-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5854.3
1984-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6623.3
1984-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6617.7
1984-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7329.6
1984-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7337.5
1984-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7337.493
1984-10-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4194.2
1984-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5202.7
1984-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5203.7
1984-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1984-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5555.9
1984-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5583.1
1984-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5902.4
1984-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6677.3
1984-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6671.6
1984-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7388.1
1984-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7396.0
1984-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7396.019
1985-01-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4221.8
1985-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5261.3
1985-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5257.3
1985-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1985-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5602.4
1985-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5629.7
1985-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,5956.9
1985-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6740.3
1985-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6734.5
1985-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7461.5
1985-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7469.5
1985-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7469.545
1985-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4254.8
1985-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5290.8
1985-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5283.7
1985-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1985-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5646.6
1985-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5673.8
1985-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6007.8
1985-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6797.3
1985-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6791.5
1985-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7529.9
1985-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7537.9
1985-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7537.928
1985-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4309.0
1985-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5367.0
1985-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5359.6
1985-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1985-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5731.4
1985-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5758.6
1985-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6101.7
1985-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6903.5
1985-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6897.6
1985-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7647.0
1985-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7655.2
1985-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7655.196
1985-10-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4333.5
1985-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5398.9
1985-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5393.6
1985-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1985-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5778.8
1985-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5806.0
1985-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6148.6
1985-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,6955.9
1985-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,6950.0
1985-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7704.4
1985-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7712.6
1985-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7712.624
1986-01-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4390.5
1986-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5465.4
1986-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5460.8
1986-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1986-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5831.1
1986-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5858.9
1986-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6207.4
1986-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7022.8
1986-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7016.8
1986-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7775.8
1986-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7784.1
1986-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7784.109
1986-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4387.7
1986-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5469.6
1986-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5466.9
1986-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1986-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5856.0
1986-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5883.3
1986-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6232.0
1986-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7051.0
1986-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7045.0
1986-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7811.5
1986-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7819.8
1986-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7819.843
1986-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4412.6
1986-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5497.6
1986-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5496.3
1986-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1986-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5911.3
1986-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5937.9
1986-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6291.7
1986-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7119.0
1986-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7112.9
1986-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7890.1
1986-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7898.6
1986-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7898.555
1986-10-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4427.1
1986-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5527.0
1986-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5526.8
1986-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1986-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5944.3
1986-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,5969.5
1986-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6323.4
1986-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7153.4
1986-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7147.3
1986-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7931.0
1986-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7939.5
1986-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7939.45
1987-01-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4460.0
1987-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5561.4
1987-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5561.8
1987-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1987-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,5990.7
1987-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6013.3
1987-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6365.0
1987-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7193.0
1987-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7186.9
1987-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,7986.4
1987-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,7995.0
1987-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,7994.965
1987-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4515.3
1987-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5616.8
1987-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5618.0
1987-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1987-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,6056.1
1987-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6077.2
1987-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6435.0
1987-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7269.5
1987-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7263.3
1987-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,8076.1
1987-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,8084.7
1987-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,8084.71
1987-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4559.3
1987-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5666.0
1987-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5667.4
1987-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1987-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,6108.3
1987-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6128.1
1987-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6493.4
1987-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7332.6
1987-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7326.3
1987-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,8149.4
1987-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,8158.0
1987-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,8158.035
1987-10-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4625.5
1987-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5749.4
1987-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5750.6
1987-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1987-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,6215.4
1987-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6234.4
1987-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6606.8
1987-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7458.0
1987-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7451.7
1987-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,8283.8
1987-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,8292.7
1987-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,8292.687
1988-01-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4655.3
1988-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5782.9
1988-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5785.3
1988-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1988-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,6257.0
1988-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6275.9
1988-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6639.1
1988-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7496.6
1988-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7490.2
1988-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,8330.4
1988-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,8339.3
1988-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,8339.324
1988-04-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4704.8
1988-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5841.7
1988-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5844.0
1988-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1988-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,6331.0
1988-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6349.8
1988-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6723.5
1988-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7592.9
1988-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7586.4
1988-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,8440.5
1988-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,8449.5
1988-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,8449.51
1988-07-01 00:00:00,1996-01-18 00:00:00,1991-12-04 00:00:00,4734.5
1988-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,5876.5
1988-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,5878.7
1988-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1988-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,6363.1
1988-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,6382.3
1988-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,6759.4
1988-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,7632.1
1988-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,7625.6
1988-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,8489.2
