date,realtime_end,realtime_start,GDPC1
1963-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3501.1
1963-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3501.134
1963-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2239.0
1963-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2237.6
1963-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2581.4
1963-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2586.3
1963-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1963-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2697.2
1963-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2719.6
1963-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,2863.5
1963-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3240.3
1963-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3237.6
1963-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3566.1
1963-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3569.5
1963-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3569.479
1963-10-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2256.4
1963-10-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2254.5
1963-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2599.7
1963-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2604.6
1963-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1963-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2716.8
1963-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2739.4
1963-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,2885.8
1963-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3265.0
1963-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3262.2
1963-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3591.5
1963-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3595.0
1963-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3594.954
1964-01-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2315.0
1964-01-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2311.1
1964-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2661.8
1964-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2666.7
1964-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1964-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2777.3
1964-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2800.5
1964-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,2950.5
1964-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3338.2
1964-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3335.4
1964-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3669.2
1964-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3672.7
1964-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3672.708
1964-04-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2333.2
1964-04-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2329.9
1964-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2692.5
1964-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2697.5
1964-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1964-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2810.2
1964-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2833.8
1964-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,2984.8
1964-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3376.6
1964-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3373.7
1964-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3712.9
1964-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3716.4
1964-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3716.382
1964-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2359.8
1964-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2357.4
1964-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2723.9
1964-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2729.6
1964-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1964-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2848.0
1964-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2872.0
1964-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3025.5
1964-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3422.5
1964-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3419.5
1964-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3763.3
1964-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3766.9
1964-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3766.862
1964-10-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2365.1
1964-10-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2364.0
1964-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2733.6
1964-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2739.7
1964-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1964-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2855.3
1964-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2879.5
1964-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3033.6
1964-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3432.0
1964-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3429.0
1964-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3776.6
1964-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3780.2
1964-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3780.219
1965-01-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2410.4
1965-01-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2410.1
1965-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2800.8
1965-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2808.9
1965-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1965-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2925.1
1965-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2950.1
1965-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3108.2
1965-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3516.3
1965-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3513.3
1965-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3869.8
1965-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3873.5
1965-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3873.452
1965-04-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2443.9
1965-04-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2442.8
1965-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2844.2
1965-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2846.3
1965-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1965-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,2964.4
1965-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,2989.9
1965-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3150.2
1965-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3564.0
1965-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3560.9
1965-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,3922.7
1965-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,3926.4
1965-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,3926.406
1965-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2488.1
1965-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2485.5
1965-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2889.2
1965-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2898.8
1965-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1965-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3024.6
1965-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3050.7
1965-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3214.1
1965-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3636.3
1965-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3633.2
1965-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4002.4
1965-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4006.2
1965-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4006.152
1965-10-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2551.4
1965-10-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2543.8
1965-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,2965.2
1965-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,2970.5
1965-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1965-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3096.8
1965-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3123.6
1965-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3291.8
1965-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3724.0
1965-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3720.8
1965-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4096.7
1965-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4100.6
1965-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4100.631
1966-01-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2601.8
1966-01-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2596.8
1966-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3034.4
1966-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3042.4
1966-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1966-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3173.4
1966-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3201.1
1966-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3372.3
1966-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3815.4
1966-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3812.2
1966-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4197.9
1966-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4201.9
1966-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4201.891
1966-04-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2606.7
1966-04-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2601.4
1966-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3046.2
1966-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3055.5
1966-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1966-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3185.4
1966-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3213.2
1966-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3384.0
1966-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3828.1
1966-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3824.9
1966-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4215.1
1966-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4219.1
1966-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4219.097
1966-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2634.7
1966-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2626.1
1966-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3067.6
1966-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3076.5
1966-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1966-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3205.7
1966-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3233.6
1966-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3406.3
1966-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3853.3
1966-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3850.0
1966-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4245.2
1966-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4249.2
1966-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4249.152
1966-10-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2646.1
1966-10-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2640.5
1966-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3092.6
1966-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3102.4
1966-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1966-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3233.5
1966-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3261.8
1966-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3433.7
1966-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3884.5
1966-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3881.2
1966-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4281.6
1966-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4285.6
1966-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4285.582
1967-01-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2662.1
1967-01-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2657.2
1967-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3119.7
1967-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3127.2
1967-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1967-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3263.2
1967-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3291.8
1967-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3464.1
1967-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3918.7
1967-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3915.4
1967-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4320.9
1967-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4324.9
1967-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4324.926
1967-04-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2673.7
1967-04-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2669.0
1967-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3122.3
1967-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3129.5
1967-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1967-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3261.1
1967-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3289.7
1967-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3464.3
1967-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3919.6
1967-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3916.2
1967-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4324.7
1967-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4328.7
1967-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4328.72
1967-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2704.9
1967-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2699.5
1967-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3147.3
1967-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3154.2
1967-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1967-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3284.6
1967-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3313.5
1967-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3491.8
1967-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3950.8
1967-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3947.5
1967-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4362.0
1967-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4366.1
1967-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4366.088
1967-10-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2720.6
1967-10-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2715.1
1967-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3171.6
1967-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3178.0
1967-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1967-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3309.1
1967-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3338.3
1967-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3518.2
1967-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,3981.0
1967-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,3977.6
1967-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4397.1
1967-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4401.2
1967-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4401.233
1968-01-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2758.0
1968-01-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2752.1
1968-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3230.2
1968-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3236.2
1968-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1968-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3375.9
1968-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3406.2
1968-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3590.7
1968-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,4063.0
1968-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,4059.5
1968-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4486.4
1968-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4490.6
1968-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4490.609
1968-04-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2802.2
1968-04-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2796.9
1968-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3286.6
1968-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3292.1
1968-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1968-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3434.0
1968-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3464.8
1968-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3651.6
1968-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,4132.0
1968-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,4128.5
1968-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4562.2
1968-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4566.4
1968-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4566.442
1968-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2819.1
1968-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2816.8
1968-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3311.1
1968-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3316.1
1968-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1968-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3458.6
1968-07-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3489.2
1968-07-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3676.5
1968-07-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,4160.3
1968-07-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,4156.7
1968-07-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4595.0
1968-07-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4599.3
1968-07-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4599.332
1968-10-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2824.8
1968-10-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2821.7
1968-10-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3326.3
1968-10-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3331.2
1968-10-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1968-10-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3473.9
1968-10-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3504.1
1968-10-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3692.0
1968-10-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,4178.3
1968-10-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,4174.7
1968-10-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4615.4
1968-10-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4619.8
1968-10-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4619.803
1969-01-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2867.4
1969-01-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2864.6
1969-01-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3376.9
1969-01-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3381.9
1969-01-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1969-01-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3529.1
1969-01-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3558.3
1969-01-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3750.2
1969-01-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,4244.1
1969-01-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,4240.5
1969-01-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4687.1
1969-01-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4691.6
1969-01-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4691.637
1969-04-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2872.5
1969-04-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2867.8
1969-04-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3385.2
1969-04-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3390.2
1969-04-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1969-04-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3539.2
1969-04-01 00:00:00,2003-12-09 00:00:00,2000-04-03 00:00:00,3567.6
1969-04-01 00:00:00,2009-07-30 00:00:00,2003-12-10 00:00:00,3760.9
1969-04-01 00:00:00,2011-07-28 00:00:00,2009-07-31 00:00:00,4256.5
1969-04-01 00:00:00,2013-07-30 00:00:00,2011-07-29 00:00:00,4252.8
1969-04-01 00:00:00,2014-07-29 00:00:00,2013-07-31 00:00:00,4702.1
1969-04-01 00:00:00,2017-10-26 00:00:00,2014-07-30 00:00:00,4706.7
1969-04-01 00:00:00,2018-06-30 00:00:00,2017-10-27 00:00:00,4706.684
1969-07-01 00:00:00,1992-04-27 00:00:00,1991-12-04 00:00:00,2887.9
1969-07-01 00:00:00,1996-01-18 00:00:00,1992-04-28 00:00:00,2884.5
1969-07-01 00:00:00,1997-05-06 00:00:00,1996-01-19 00:00:00,3404.3
1969-07-01 00:00:00,1999-10-27 00:00:00,1997-05-07 00:00:00,3409.7
1969-07-01 00:00:00,1999-10-28 00:00:00,1999-10-28 00:00:00,
1969-07-01 00:00:00,2000-04-02 00:00:00,1999-10-29 00:00:00,3560.5
