date,realtime_end,realtime_start,HOUST
1985-05-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1680.0
1985-06-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1676.0
1985-07-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1684.0
1985-08-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1743.0
1985-09-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1676.0
1985-10-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1834.0
1985-11-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1698.0
1985-12-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1942.0
1986-01-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1972.0
1986-02-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1848.0
1986-03-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1876.0
1986-04-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1933.0
1986-05-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1854.0
1986-06-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1847.0
1986-07-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1782.0
1986-08-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1807.0
1986-09-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1687.0
1986-10-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1681.0
1986-11-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1623.0
1986-12-01 00:00:00,2018-06-30 00:00:00,1990-01-01 00:00:00,1833.0
1987-01-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1840.0
1987-01-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1774.0
1987-02-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1787.0
1987-02-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1784.0
1987-03-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1715.0
1987-03-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1726.0
1987-04-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1622.0
1987-04-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1614.0
1987-05-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1607.0
1987-05-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1628.0
1987-06-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1583.0
1987-06-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1594.0
1987-07-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1592.0
1987-07-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1575.0
1987-08-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1587.0
1987-08-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1605.0
1987-09-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1685.0
1987-09-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1695.0
1987-10-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1535.0
1987-10-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1515.0
1987-11-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1659.0
1987-11-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1656.0
1987-12-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1391.0
1987-12-01 00:00:00,2018-06-30 00:00:00,1990-02-15 00:00:00,1400.0
1988-01-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1391.0
1988-01-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1339.0
1988-01-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1271.0
1988-02-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1511.0
1988-02-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1507.0
1988-02-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1473.0
1988-03-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1528.0
1988-03-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1541.0
1988-03-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1532.0
1988-04-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1576.0
1988-04-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1570.0
1988-04-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1573.0
1988-05-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1392.0
1988-05-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1414.0
1988-05-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1421.0
1988-06-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1463.0
1988-06-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1476.0
1988-06-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1478.0
1988-07-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1478.0
1988-07-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1460.0
1988-07-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1467.0
1988-08-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1459.0
1988-08-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1480.0
1988-08-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1493.0
1988-09-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1463.0
1988-09-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1475.0
1988-09-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1492.0
1988-10-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1532.0
1988-10-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1511.0
1988-10-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1522.0
1988-11-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1567.0
1988-11-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1556.0
1988-11-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1569.0
1988-12-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1577.0
1988-12-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1564.0
1988-12-01 00:00:00,2018-06-30 00:00:00,1991-02-20 00:00:00,1563.0
1989-01-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1678.0
1989-01-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1659.0
1989-01-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1572.0
1989-01-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1621.0
1989-02-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1465.0
1989-02-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1454.0
1989-02-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1423.0
1989-02-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1425.0
1989-03-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1409.0
1989-03-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1405.0
1989-03-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1398.0
1989-03-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1422.0
1989-04-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1343.0
1989-04-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1341.0
1989-04-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1344.0
1989-04-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1339.0
1989-05-01 00:00:00,1991-02-19 00:00:00,1990-01-01 00:00:00,1308.0
1989-05-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1317.0
1989-05-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1331.0
1989-06-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1406.0
1989-06-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1414.0
1989-06-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1420.0
1989-06-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1397.0
1989-07-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1420.0
1989-07-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1424.0
1989-07-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1431.0
1989-07-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1427.0
1989-08-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1329.0
1989-08-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1325.0
1989-08-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1339.0
1989-08-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1332.0
1989-09-01 00:00:00,1990-02-14 00:00:00,1990-01-01 00:00:00,1264.0
1989-09-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1263.0
1989-09-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1275.0
1989-09-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1279.0
1989-10-01 00:00:00,1990-01-17 00:00:00,1990-01-01 00:00:00,1428.0
1989-10-01 00:00:00,1991-02-19 00:00:00,1990-01-18 00:00:00,1423.0
1989-10-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1435.0
1989-10-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1410.0
1989-11-01 00:00:00,1990-01-17 00:00:00,1990-01-01 00:00:00,1361.0
1989-11-01 00:00:00,1990-02-14 00:00:00,1990-01-18 00:00:00,1342.0
1989-11-01 00:00:00,1991-02-19 00:00:00,1990-02-15 00:00:00,1347.0
1989-11-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1353.0
1989-11-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1351.0
1989-12-01 00:00:00,1990-02-14 00:00:00,1990-01-18 00:00:00,1235.0
1989-12-01 00:00:00,1990-03-15 00:00:00,1990-02-15 00:00:00,1254.0
1989-12-01 00:00:00,1991-02-19 00:00:00,1990-03-16 00:00:00,1273.0
1989-12-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1267.0
1989-12-01 00:00:00,2018-06-30 00:00:00,1992-02-19 00:00:00,1251.0
1990-01-01 00:00:00,1990-03-15 00:00:00,1990-02-15 00:00:00,1625.0
1990-01-01 00:00:00,1990-04-16 00:00:00,1990-03-16 00:00:00,1588.0
1990-01-01 00:00:00,1991-02-19 00:00:00,1990-04-17 00:00:00,1568.0
1990-01-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1543.0
1990-01-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1596.0
1990-01-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1551.0
1990-02-01 00:00:00,1990-04-16 00:00:00,1990-03-16 00:00:00,1477.0
1990-02-01 00:00:00,1990-05-15 00:00:00,1990-04-17 00:00:00,1457.0
1990-02-01 00:00:00,1991-02-19 00:00:00,1990-05-16 00:00:00,1488.0
1990-02-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1459.0
1990-02-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1463.0
1990-02-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1437.0
1990-03-01 00:00:00,1990-06-18 00:00:00,1990-04-17 00:00:00,1321.0
1990-03-01 00:00:00,1991-02-19 00:00:00,1990-06-19 00:00:00,1307.0
1990-03-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1298.0
1990-03-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1314.0
1990-03-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1289.0
1990-04-01 00:00:00,1990-06-18 00:00:00,1990-05-16 00:00:00,1245.0
1990-04-01 00:00:00,1990-07-17 00:00:00,1990-06-19 00:00:00,1224.0
1990-04-01 00:00:00,1991-02-19 00:00:00,1990-07-18 00:00:00,1216.0
1990-04-01 00:00:00,1993-02-16 00:00:00,1991-02-20 00:00:00,1217.0
1990-04-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1248.0
1990-05-01 00:00:00,1990-07-17 00:00:00,1990-06-19 00:00:00,1207.0
1990-05-01 00:00:00,1990-08-15 00:00:00,1990-07-18 00:00:00,1205.0
1990-05-01 00:00:00,1991-02-19 00:00:00,1990-08-16 00:00:00,1206.0
1990-05-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1208.0
1990-05-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1221.0
1990-05-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1212.0
1990-06-01 00:00:00,1990-08-15 00:00:00,1990-07-18 00:00:00,1177.0
1990-06-01 00:00:00,1990-09-18 00:00:00,1990-08-16 00:00:00,1179.0
1990-06-01 00:00:00,1991-02-19 00:00:00,1990-09-19 00:00:00,1189.0
1990-06-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1187.0
1990-06-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1166.0
1990-06-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1177.0
1990-07-01 00:00:00,1990-09-18 00:00:00,1990-08-16 00:00:00,1148.0
1990-07-01 00:00:00,1990-10-16 00:00:00,1990-09-19 00:00:00,1147.0
1990-07-01 00:00:00,1991-02-19 00:00:00,1990-10-17 00:00:00,1153.0
1990-07-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1155.0
1990-07-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1156.0
1990-07-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1171.0
1990-08-01 00:00:00,1990-10-16 00:00:00,1990-09-19 00:00:00,1127.0
1990-08-01 00:00:00,1990-11-19 00:00:00,1990-10-17 00:00:00,1142.0
1990-08-01 00:00:00,1992-02-18 00:00:00,1990-11-20 00:00:00,1131.0
1990-08-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1128.0
1990-08-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1115.0
1990-09-01 00:00:00,1990-11-19 00:00:00,1990-10-17 00:00:00,1135.0
1990-09-01 00:00:00,1990-12-18 00:00:00,1990-11-20 00:00:00,1107.0
1990-09-01 00:00:00,1992-02-18 00:00:00,1990-12-19 00:00:00,1106.0
1990-09-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1112.0
1990-09-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1110.0
1990-10-01 00:00:00,1990-12-18 00:00:00,1990-11-20 00:00:00,1041.0
1990-10-01 00:00:00,1991-01-16 00:00:00,1990-12-19 00:00:00,1033.0
1990-10-01 00:00:00,1992-02-18 00:00:00,1991-01-17 00:00:00,1026.0
1990-10-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1011.0
1990-10-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1014.0
1990-11-01 00:00:00,1991-01-16 00:00:00,1990-12-19 00:00:00,1129.0
1990-11-01 00:00:00,1991-02-19 00:00:00,1991-01-17 00:00:00,1127.0
1990-11-01 00:00:00,1992-02-18 00:00:00,1991-02-20 00:00:00,1130.0
1990-11-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1131.0
1990-11-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,1145.0
1990-12-01 00:00:00,1991-02-19 00:00:00,1991-01-17 00:00:00,987.0
1990-12-01 00:00:00,1991-03-18 00:00:00,1991-02-20 00:00:00,975.0
1990-12-01 00:00:00,1992-02-18 00:00:00,1991-03-19 00:00:00,971.0
1990-12-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,962.0
1990-12-01 00:00:00,2018-06-30 00:00:00,1993-02-17 00:00:00,969.0
1991-01-01 00:00:00,1991-04-15 00:00:00,1991-02-20 00:00:00,850.0
1991-01-01 00:00:00,1992-02-18 00:00:00,1991-04-16 00:00:00,847.0
1991-01-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,844.0
1991-01-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,819.0
1991-01-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,798.0
1991-02-01 00:00:00,1991-04-15 00:00:00,1991-03-19 00:00:00,989.0
1991-02-01 00:00:00,1991-05-15 00:00:00,1991-04-16 00:00:00,993.0
1991-02-01 00:00:00,1992-02-18 00:00:00,1991-05-16 00:00:00,992.0
1991-02-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1008.0
1991-02-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,985.0
1991-02-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,965.0
1991-03-01 00:00:00,1991-06-17 00:00:00,1991-04-16 00:00:00,901.0
1991-03-01 00:00:00,1992-02-18 00:00:00,1991-06-18 00:00:00,907.0
1991-03-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,918.0
1991-03-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,898.0
1991-03-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,921.0
1991-04-01 00:00:00,1991-06-17 00:00:00,1991-05-16 00:00:00,957.0
1991-04-01 00:00:00,1991-07-16 00:00:00,1991-06-18 00:00:00,981.0
1991-04-01 00:00:00,1992-02-18 00:00:00,1991-07-17 00:00:00,977.0
1991-04-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,978.0
1991-04-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1000.0
1991-04-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1001.0
1991-05-01 00:00:00,1991-07-16 00:00:00,1991-06-18 00:00:00,982.0
1991-05-01 00:00:00,1991-08-14 00:00:00,1991-07-17 00:00:00,989.0
1991-05-01 00:00:00,1993-02-16 00:00:00,1991-08-15 00:00:00,983.0
1991-05-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,982.0
1991-05-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,996.0
1991-06-01 00:00:00,1991-08-14 00:00:00,1991-07-17 00:00:00,1040.0
1991-06-01 00:00:00,1991-09-17 00:00:00,1991-08-15 00:00:00,1032.0
1991-06-01 00:00:00,1992-02-18 00:00:00,1991-09-18 00:00:00,1034.0
1991-06-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1036.0
1991-06-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1048.0
1991-06-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1036.0
1991-07-01 00:00:00,1991-09-17 00:00:00,1991-08-15 00:00:00,1070.0
1991-07-01 00:00:00,1991-10-17 00:00:00,1991-09-18 00:00:00,1059.0
1991-07-01 00:00:00,1992-02-18 00:00:00,1991-10-18 00:00:00,1049.0
1991-07-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1053.0
1991-07-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1068.0
1991-07-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1063.0
1991-08-01 00:00:00,1991-10-17 00:00:00,1991-09-18 00:00:00,1065.0
1991-08-01 00:00:00,1992-02-18 00:00:00,1991-10-18 00:00:00,1056.0
1991-08-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1053.0
1991-08-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1037.0
1991-08-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1049.0
1991-09-01 00:00:00,1991-11-19 00:00:00,1991-10-18 00:00:00,1033.0
1991-09-01 00:00:00,1991-12-16 00:00:00,1991-11-20 00:00:00,1021.0
1991-09-01 00:00:00,1992-02-18 00:00:00,1991-12-17 00:00:00,1017.0
1991-09-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1020.0
1991-09-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1022.0
1991-09-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1015.0
1991-10-01 00:00:00,1991-12-16 00:00:00,1991-11-20 00:00:00,1096.0
1991-10-01 00:00:00,1992-01-21 00:00:00,1991-12-17 00:00:00,1089.0
1991-10-01 00:00:00,1992-02-18 00:00:00,1992-01-22 00:00:00,1090.0
1991-10-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1085.0
1991-10-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1093.0
1991-10-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1079.0
1991-11-01 00:00:00,1992-01-21 00:00:00,1991-12-17 00:00:00,1066.0
1991-11-01 00:00:00,1992-02-18 00:00:00,1992-01-22 00:00:00,1075.0
1991-11-01 00:00:00,1993-02-16 00:00:00,1992-02-19 00:00:00,1085.0
1991-11-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1083.0
1991-11-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1103.0
1991-12-01 00:00:00,1992-02-18 00:00:00,1992-01-22 00:00:00,1103.0
1991-12-01 00:00:00,1992-03-15 00:00:00,1992-02-19 00:00:00,1106.0
1991-12-01 00:00:00,1993-02-16 00:00:00,1992-03-16 00:00:00,1118.0
1991-12-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1094.0
1991-12-01 00:00:00,2018-06-30 00:00:00,1994-02-16 00:00:00,1079.0
1992-01-01 00:00:00,1992-03-15 00:00:00,1992-02-19 00:00:00,1167.0
1992-01-01 00:00:00,1992-04-16 00:00:00,1992-03-16 00:00:00,1190.0
1992-01-01 00:00:00,1993-02-16 00:00:00,1992-04-17 00:00:00,1180.0
1992-01-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1164.0
1992-01-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1144.0
1992-01-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1176.0
1992-02-01 00:00:00,1992-04-16 00:00:00,1992-03-16 00:00:00,1304.0
1992-02-01 00:00:00,1992-05-18 00:00:00,1992-04-17 00:00:00,1283.0
1992-02-01 00:00:00,1993-02-16 00:00:00,1992-05-19 00:00:00,1257.0
1992-02-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1285.0
1992-02-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1245.0
1992-02-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1250.0
1992-03-01 00:00:00,1992-05-18 00:00:00,1992-04-17 00:00:00,1365.0
1992-03-01 00:00:00,1992-06-15 00:00:00,1992-05-19 00:00:00,1344.0
1992-03-01 00:00:00,1993-02-16 00:00:00,1992-06-16 00:00:00,1340.0
1992-03-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1318.0
1992-03-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1324.0
1992-03-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1297.0
1992-04-01 00:00:00,1992-06-15 00:00:00,1992-05-19 00:00:00,1115.0
1992-04-01 00:00:00,1992-07-15 00:00:00,1992-06-16 00:00:00,1108.0
1992-04-01 00:00:00,1993-02-16 00:00:00,1992-07-16 00:00:00,1086.0
1992-04-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1095.0
1992-04-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1094.0
1992-04-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1099.0
1992-05-01 00:00:00,1992-07-15 00:00:00,1992-06-16 00:00:00,1230.0
1992-05-01 00:00:00,1992-08-17 00:00:00,1992-07-16 00:00:00,1205.0
1992-05-01 00:00:00,1993-02-16 00:00:00,1992-08-18 00:00:00,1196.0
1992-05-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1197.0
1992-05-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1223.0
1992-05-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1214.0
1992-06-01 00:00:00,1992-08-17 00:00:00,1992-07-16 00:00:00,1167.0
1992-06-01 00:00:00,1992-09-21 00:00:00,1992-08-18 00:00:00,1151.0
1992-06-01 00:00:00,1993-02-16 00:00:00,1992-09-22 00:00:00,1147.0
1992-06-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1141.0
1992-06-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1129.0
1992-06-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1145.0
1992-07-01 00:00:00,1992-09-21 00:00:00,1992-08-18 00:00:00,1119.0
1992-07-01 00:00:00,1992-10-19 00:00:00,1992-09-22 00:00:00,1120.0
1992-07-01 00:00:00,1993-02-16 00:00:00,1992-10-20 00:00:00,1100.0
1992-07-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1106.0
1992-07-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1132.0
1992-07-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1139.0
1992-08-01 00:00:00,1992-10-19 00:00:00,1992-09-22 00:00:00,1237.0
1992-08-01 00:00:00,1992-11-18 00:00:00,1992-10-20 00:00:00,1239.0
1992-08-01 00:00:00,1993-02-16 00:00:00,1992-11-19 00:00:00,1233.0
1992-08-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1229.0
1992-08-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1216.0
1992-08-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1226.0
1992-09-01 00:00:00,1992-11-18 00:00:00,1992-10-20 00:00:00,1256.0
1992-09-01 00:00:00,1992-12-15 00:00:00,1992-11-19 00:00:00,1243.0
1992-09-01 00:00:00,1993-02-16 00:00:00,1992-12-16 00:00:00,1222.0
1992-09-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1218.0
1992-09-01 00:00:00,1995-02-15 00:00:00,1994-02-16 00:00:00,1207.0
1992-09-01 00:00:00,2018-06-30 00:00:00,1995-02-16 00:00:00,1186.0
1992-10-01 00:00:00,1992-12-15 00:00:00,1992-11-19 00:00:00,1229.0
1992-10-01 00:00:00,1993-01-21 00:00:00,1992-12-16 00:00:00,1224.0
1992-10-01 00:00:00,1993-02-16 00:00:00,1993-01-22 00:00:00,1223.0
1992-10-01 00:00:00,1994-02-15 00:00:00,1993-02-17 00:00:00,1226.0
