date,realtime_end,realtime_start,TCU
1984-02-01 00:00:00,2011-03-24 00:00:00,2008-03-28 00:00:00,80.0
1984-02-01 00:00:00,2016-03-31 00:00:00,2011-03-25 00:00:00,79.9
1984-02-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,79.8
1984-02-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.848
1984-02-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.8241
1984-03-01 00:00:00,2002-12-04 00:00:00,1996-11-15 00:00:00,80.8
1984-03-01 00:00:00,2004-12-21 00:00:00,2002-12-05 00:00:00,80.2
1984-03-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,80.1
1984-03-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,80.0
1984-03-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,80.1
1984-03-01 00:00:00,2011-03-24 00:00:00,2008-03-28 00:00:00,80.2
1984-03-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.1
1984-03-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,80.2
1984-03-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,80.1
1984-03-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,80.2
1984-03-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,80.1
1984-03-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.1207
1984-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.0981
1984-04-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,81.1
1984-04-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,81.0
1984-04-01 00:00:00,2004-12-21 00:00:00,2002-12-05 00:00:00,80.5
1984-04-01 00:00:00,2006-12-10 00:00:00,2004-12-22 00:00:00,80.4
1984-04-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,80.5
1984-04-01 00:00:00,2010-06-24 00:00:00,2008-03-28 00:00:00,80.6
1984-04-01 00:00:00,2018-02-14 00:00:00,2010-06-25 00:00:00,80.5
1984-04-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.5012
1984-04-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.486
1984-05-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,81.5
1984-05-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,81.3
1984-05-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,80.8
1984-05-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,80.9
1984-05-01 00:00:00,2006-12-10 00:00:00,2004-12-22 00:00:00,80.7
1984-05-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,80.8
1984-05-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,80.9
1984-05-01 00:00:00,2011-03-24 00:00:00,2009-03-27 00:00:00,80.8
1984-05-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.7
1984-05-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,80.8
1984-05-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,80.7
1984-05-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.7331
1984-05-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.7124
1984-06-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,81.8
1984-06-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,81.5
1984-06-01 00:00:00,2004-12-21 00:00:00,2002-12-05 00:00:00,81.0
1984-06-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,80.9
1984-06-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,80.8
1984-06-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,80.9
1984-06-01 00:00:00,2010-06-24 00:00:00,2008-03-28 00:00:00,81.0
1984-06-01 00:00:00,2015-07-20 00:00:00,2010-06-25 00:00:00,80.9
1984-06-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,80.8
1984-06-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,80.9
1984-06-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.8711
1984-06-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.8418
1984-07-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,81.9
1984-07-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,81.5
1984-07-01 00:00:00,2004-12-21 00:00:00,2002-12-05 00:00:00,81.1
1984-07-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,81.0
1984-07-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,80.9
1984-07-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,81.0
1984-07-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,81.1
1984-07-01 00:00:00,2018-02-14 00:00:00,2009-03-27 00:00:00,81.0
1984-07-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.9596
1984-07-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.9334
1984-08-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,81.8
1984-08-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,81.3
1984-08-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,81.0
1984-08-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,81.1
1984-08-01 00:00:00,2008-03-27 00:00:00,2004-12-22 00:00:00,80.9
1984-08-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,81.0
1984-08-01 00:00:00,2011-03-24 00:00:00,2009-03-27 00:00:00,80.9
1984-08-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.8
1984-08-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,80.9
1984-08-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,80.8
1984-08-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,80.9
1984-08-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.8579
1984-08-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.8316
1984-09-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,81.6
1984-09-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,81.0
1984-09-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,80.6
1984-09-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,80.7
1984-09-01 00:00:00,2011-03-24 00:00:00,2004-12-22 00:00:00,80.6
1984-09-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.5
1984-09-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,80.6
1984-09-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,80.5
1984-09-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.5285
1984-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.504
1984-10-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.9
1984-10-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,80.5
1984-10-01 00:00:00,2005-11-06 00:00:00,2002-12-05 00:00:00,80.4
1984-10-01 00:00:00,2008-03-27 00:00:00,2005-11-07 00:00:00,80.3
1984-10-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,80.4
1984-10-01 00:00:00,2011-03-24 00:00:00,2009-03-27 00:00:00,80.3
1984-10-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.2
1984-10-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,80.3
1984-10-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,80.2
1984-10-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.211
1984-10-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.1843
1984-11-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.8
1984-11-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,80.4
1984-11-01 00:00:00,2009-03-26 00:00:00,2002-12-05 00:00:00,80.5
1984-11-01 00:00:00,2011-03-24 00:00:00,2009-03-27 00:00:00,80.4
1984-11-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.3
1984-11-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,80.4
1984-11-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,80.3
1984-11-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.3233
1984-11-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.305
1984-12-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.2
1984-12-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.8
1984-12-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,80.3
1984-12-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,80.4
1984-12-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,80.3
1984-12-01 00:00:00,2009-03-26 00:00:00,2006-12-11 00:00:00,80.4
1984-12-01 00:00:00,2011-03-24 00:00:00,2009-03-27 00:00:00,80.3
1984-12-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,80.2
1984-12-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,80.3
1984-12-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,80.2
1984-12-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,80.2163
1984-12-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.2015
1985-01-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.3
1985-01-01 00:00:00,2003-11-09 00:00:00,1997-01-27 00:00:00,79.9
1985-01-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,80.0
1985-01-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,79.9
1985-01-01 00:00:00,2009-03-26 00:00:00,2006-12-11 00:00:00,80.0
1985-01-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,79.9
1985-01-01 00:00:00,2012-03-29 00:00:00,2010-06-25 00:00:00,79.8
1985-01-01 00:00:00,2015-07-20 00:00:00,2012-03-30 00:00:00,79.9
1985-01-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,79.8
1985-01-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,79.9
1985-01-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.8782
1985-01-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.8667
1985-02-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.7
1985-02-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,80.4
1985-02-01 00:00:00,2005-11-06 00:00:00,2002-12-05 00:00:00,80.2
1985-02-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,80.1
1985-02-01 00:00:00,2018-02-14 00:00:00,2009-03-27 00:00:00,80.0
1985-02-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.957
1985-02-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.9462
1985-03-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.7
1985-03-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,80.4
1985-03-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,80.0
1985-03-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,80.1
1985-03-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,80.2
1985-03-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,80.0
1985-03-01 00:00:00,2018-02-14 00:00:00,2009-03-27 00:00:00,79.9
1985-03-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.8745
1985-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.8675
1985-04-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.9
1985-04-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,80.3
1985-04-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,79.8
1985-04-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,79.9
1985-04-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,79.7
1985-04-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,79.6
1985-04-01 00:00:00,2018-02-14 00:00:00,2010-06-25 00:00:00,79.5
1985-04-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.462
1985-04-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.4546
1985-05-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.9
1985-05-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,80.3
1985-05-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,79.7
1985-05-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,79.8
1985-05-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,79.7
1985-05-01 00:00:00,2008-03-27 00:00:00,2005-11-07 00:00:00,79.6
1985-05-01 00:00:00,2010-06-24 00:00:00,2008-03-28 00:00:00,79.5
1985-05-01 00:00:00,2018-02-14 00:00:00,2010-06-25 00:00:00,79.4
1985-05-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.3902
1985-05-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.3753
1985-06-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.5
1985-06-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.9
1985-06-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,79.4
1985-06-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,79.6
1985-06-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,79.4
1985-06-01 00:00:00,2018-02-14 00:00:00,2009-03-27 00:00:00,79.3
1985-06-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.2515
1985-06-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.2418
1985-07-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.0
1985-07-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.4
1985-07-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.8
1985-07-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,79.0
1985-07-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,78.9
1985-07-01 00:00:00,2010-06-24 00:00:00,2005-11-07 00:00:00,78.7
1985-07-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,78.6
1985-07-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,78.5
1985-07-01 00:00:00,2018-02-14 00:00:00,2012-03-30 00:00:00,78.6
1985-07-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.5626
1985-07-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.5524
1985-08-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.2
1985-08-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.6
1985-08-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,79.0
1985-08-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,79.2
1985-08-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,79.1
1985-08-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,78.9
1985-08-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,78.8
1985-08-01 00:00:00,2013-03-21 00:00:00,2010-06-25 00:00:00,78.7
1985-08-01 00:00:00,2015-07-20 00:00:00,2013-03-22 00:00:00,78.8
1985-08-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,78.7
1985-08-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.7236
1985-08-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.7093
1985-09-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.4
1985-09-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.9
1985-09-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,79.2
1985-09-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,79.3
1985-09-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,79.1
1985-09-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,79.0
1985-09-01 00:00:00,2014-04-15 00:00:00,2010-06-25 00:00:00,78.9
1985-09-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,79.0
1985-09-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,78.9
1985-09-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.9138
1985-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.8937
1985-10-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,79.6
1985-10-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.0
1985-10-01 00:00:00,2004-12-21 00:00:00,2002-12-05 00:00:00,78.8
1985-10-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,78.9
1985-10-01 00:00:00,2009-03-26 00:00:00,2005-11-07 00:00:00,78.6
1985-10-01 00:00:00,2018-02-14 00:00:00,2009-03-27 00:00:00,78.5
1985-10-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.4514
1985-10-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.4297
1985-11-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,79.7
1985-11-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,79.2
1985-11-01 00:00:00,2004-12-21 00:00:00,2002-12-05 00:00:00,78.9
1985-11-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,79.0
1985-11-01 00:00:00,2008-03-27 00:00:00,2005-11-07 00:00:00,78.8
1985-11-01 00:00:00,2010-06-24 00:00:00,2008-03-28 00:00:00,78.7
1985-11-01 00:00:00,2018-02-14 00:00:00,2010-06-25 00:00:00,78.6
1985-11-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.5902
1985-11-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.568
1985-12-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.4
1985-12-01 00:00:00,2004-12-21 00:00:00,1997-01-27 00:00:00,79.5
1985-12-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,79.7
1985-12-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,79.4
1985-12-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,79.5
1985-12-01 00:00:00,2010-06-24 00:00:00,2008-03-28 00:00:00,79.4
1985-12-01 00:00:00,2018-02-14 00:00:00,2010-06-25 00:00:00,79.3
1985-12-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.3041
1985-12-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.2825
1986-01-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,80.6
1986-01-01 00:00:00,2003-11-09 00:00:00,1997-01-27 00:00:00,79.8
1986-01-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,79.9
1986-01-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,80.0
1986-01-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,79.7
1986-01-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,79.8
1986-01-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,79.7
1986-01-01 00:00:00,2018-02-14 00:00:00,2009-03-27 00:00:00,79.6
1986-01-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,79.5621
1986-01-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.5502
1986-02-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,79.9
1986-02-01 00:00:00,2005-11-06 00:00:00,1997-01-27 00:00:00,79.2
1986-02-01 00:00:00,2010-06-24 00:00:00,2005-11-07 00:00:00,79.0
1986-02-01 00:00:00,2013-03-21 00:00:00,2010-06-25 00:00:00,78.9
1986-02-01 00:00:00,2016-03-31 00:00:00,2013-03-22 00:00:00,79.0
1986-02-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,78.9
1986-02-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.9398
1986-02-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.9316
1986-03-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,79.1
1986-03-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.2
1986-03-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.7
1986-03-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,78.6
1986-03-01 00:00:00,2011-03-24 00:00:00,2005-11-07 00:00:00,78.4
1986-03-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,78.3
1986-03-01 00:00:00,2016-03-31 00:00:00,2012-03-30 00:00:00,78.4
1986-03-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,78.3
1986-03-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.3172
1986-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.312
1986-04-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,79.1
1986-04-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.7
1986-04-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.6
1986-04-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,78.5
1986-04-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,78.3
1986-04-01 00:00:00,2009-03-26 00:00:00,2006-12-11 00:00:00,78.4
1986-04-01 00:00:00,2012-03-29 00:00:00,2009-03-27 00:00:00,78.3
1986-04-01 00:00:00,2014-04-15 00:00:00,2012-03-30 00:00:00,78.4
1986-04-01 00:00:00,2018-02-14 00:00:00,2014-04-16 00:00:00,78.3
1986-04-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.3042
1986-04-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.2718
1986-05-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,78.9
1986-05-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.4
1986-05-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.5
1986-05-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,78.6
1986-05-01 00:00:00,2018-02-14 00:00:00,2005-11-07 00:00:00,78.4
1986-05-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.3914
1986-05-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.3666
1986-06-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,78.4
1986-06-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.1
1986-06-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.2
1986-06-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,78.3
1986-06-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,78.2
1986-06-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,78.0
1986-06-01 00:00:00,2018-02-14 00:00:00,2006-12-11 00:00:00,78.1
1986-06-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.0509
1986-06-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.0342
1986-07-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,78.7
1986-07-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.2
1986-07-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.4
1986-07-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,78.6
1986-07-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,78.4
1986-07-01 00:00:00,2009-03-26 00:00:00,2006-12-11 00:00:00,78.5
1986-07-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,78.4
1986-07-01 00:00:00,2015-07-20 00:00:00,2010-06-25 00:00:00,78.5
1986-07-01 00:00:00,2018-02-14 00:00:00,2015-07-21 00:00:00,78.4
1986-07-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.4085
1986-07-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.3935
1986-08-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,78.7
1986-08-01 00:00:00,2003-11-09 00:00:00,1997-01-27 00:00:00,78.3
1986-08-01 00:00:00,2005-11-06 00:00:00,2003-11-10 00:00:00,78.4
1986-08-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,78.2
1986-08-01 00:00:00,2009-03-26 00:00:00,2006-12-11 00:00:00,78.3
1986-08-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,78.2
1986-08-01 00:00:00,2016-03-31 00:00:00,2010-06-25 00:00:00,78.3
1986-08-01 00:00:00,2018-02-14 00:00:00,2016-04-01 00:00:00,78.2
1986-08-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.2231
1986-08-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.2101
1986-09-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,78.7
1986-09-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.2
1986-09-01 00:00:00,2005-11-06 00:00:00,2002-12-05 00:00:00,78.4
1986-09-01 00:00:00,2018-02-14 00:00:00,2005-11-07 00:00:00,78.3
1986-09-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.2918
1986-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.2777
1986-10-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,79.1
1986-10-01 00:00:00,2002-12-04 00:00:00,1997-01-27 00:00:00,78.8
1986-10-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,78.7
1986-10-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,78.6
1986-10-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,78.7
1986-10-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,78.5
1986-10-01 00:00:00,2017-03-30 00:00:00,2006-12-11 00:00:00,78.6
1986-10-01 00:00:00,2018-02-14 00:00:00,2017-03-31 00:00:00,78.5
1986-10-01 00:00:00,2018-03-22 00:00:00,2018-02-15 00:00:00,78.5472
