date,realtime_end,realtime_start,PPI
2002-06-01 00:00:00,2018-06-30 00:00:00,2002-11-15 00:00:00,130.9
2002-07-01 00:00:00,2018-06-30 00:00:00,2002-08-08 00:00:00,131.2
2002-08-01 00:00:00,2018-06-30 00:00:00,2002-09-13 00:00:00,131.5
2002-09-01 00:00:00,2003-02-19 00:00:00,2002-10-11 00:00:00,132.0
2002-09-01 00:00:00,2018-06-30 00:00:00,2003-02-20 00:00:00,132.3
2002-10-01 00:00:00,2003-03-13 00:00:00,2002-11-15 00:00:00,133.1
2002-10-01 00:00:00,2018-06-30 00:00:00,2003-03-14 00:00:00,133.2
2002-11-01 00:00:00,2003-04-10 00:00:00,2002-12-13 00:00:00,133.2
2002-11-01 00:00:00,2018-06-30 00:00:00,2003-04-11 00:00:00,133.1
2002-12-01 00:00:00,2003-05-14 00:00:00,2003-01-15 00:00:00,133.0
2002-12-01 00:00:00,2018-06-30 00:00:00,2003-05-15 00:00:00,132.9
2003-01-01 00:00:00,2003-06-12 00:00:00,2003-02-20 00:00:00,135.5
2003-01-01 00:00:00,2018-06-30 00:00:00,2003-06-13 00:00:00,135.3
2003-02-01 00:00:00,2003-07-10 00:00:00,2003-03-14 00:00:00,137.8
2003-02-01 00:00:00,2018-06-30 00:00:00,2003-07-11 00:00:00,137.6
2003-03-01 00:00:00,2003-08-13 00:00:00,2003-04-11 00:00:00,141.4
2003-03-01 00:00:00,2018-06-30 00:00:00,2003-08-14 00:00:00,141.2
2003-04-01 00:00:00,2018-06-30 00:00:00,2003-05-15 00:00:00,136.8
2003-05-01 00:00:00,2018-06-30 00:00:00,2003-06-13 00:00:00,136.7
2003-06-01 00:00:00,2018-06-30 00:00:00,2003-07-11 00:00:00,138.0
2003-07-01 00:00:00,2003-12-11 00:00:00,2003-08-14 00:00:00,137.8
2003-07-01 00:00:00,2018-06-30 00:00:00,2003-12-12 00:00:00,137.7
2003-08-01 00:00:00,2018-06-30 00:00:00,2003-09-12 00:00:00,138.0
2003-09-01 00:00:00,2018-06-30 00:00:00,2003-10-10 00:00:00,138.5
2003-10-01 00:00:00,2004-03-31 00:00:00,2003-11-14 00:00:00,139.4
2003-10-01 00:00:00,2018-06-30 00:00:00,2004-04-01 00:00:00,139.3
2003-11-01 00:00:00,2018-06-30 00:00:00,2003-12-12 00:00:00,138.9
2003-12-01 00:00:00,2004-05-12 00:00:00,2004-01-14 00:00:00,139.4
2003-12-01 00:00:00,2018-06-30 00:00:00,2004-05-13 00:00:00,139.5
2004-01-01 00:00:00,2004-03-31 00:00:00,2004-03-18 00:00:00,143.0
2004-01-01 00:00:00,2004-04-04 00:00:00,2004-04-01 00:00:00,
2004-01-01 00:00:00,2004-06-16 00:00:00,2004-04-05 00:00:00,141.0
2004-01-01 00:00:00,2018-06-30 00:00:00,2004-06-17 00:00:00,141.4
2004-02-01 00:00:00,2004-07-14 00:00:00,2004-04-01 00:00:00,141.8
2004-02-01 00:00:00,2018-06-30 00:00:00,2004-07-15 00:00:00,142.1
2004-03-01 00:00:00,2004-08-12 00:00:00,2004-04-22 00:00:00,142.7
2004-03-01 00:00:00,2018-06-30 00:00:00,2004-08-13 00:00:00,143.1
2004-04-01 00:00:00,2004-09-09 00:00:00,2004-05-13 00:00:00,144.5
2004-04-01 00:00:00,2018-06-30 00:00:00,2004-09-10 00:00:00,144.8
2004-05-01 00:00:00,2004-10-14 00:00:00,2004-06-17 00:00:00,146.6
2004-05-01 00:00:00,2018-06-30 00:00:00,2004-10-15 00:00:00,146.8
2004-06-01 00:00:00,2004-11-15 00:00:00,2004-07-15 00:00:00,147.1
2004-06-01 00:00:00,2018-06-30 00:00:00,2004-11-16 00:00:00,147.2
2004-07-01 00:00:00,2004-12-09 00:00:00,2004-08-13 00:00:00,147.6
2004-07-01 00:00:00,2018-06-30 00:00:00,2004-12-10 00:00:00,147.4
2004-08-01 00:00:00,2005-01-13 00:00:00,2004-09-10 00:00:00,147.9
2004-08-01 00:00:00,2018-06-30 00:00:00,2005-01-14 00:00:00,148.0
2004-09-01 00:00:00,2018-06-30 00:00:00,2004-10-15 00:00:00,147.7
2004-10-01 00:00:00,2005-03-21 00:00:00,2004-11-16 00:00:00,149.8
2004-10-01 00:00:00,2018-06-30 00:00:00,2005-03-22 00:00:00,150.0
2004-11-01 00:00:00,2005-04-18 00:00:00,2004-12-10 00:00:00,151.3
2004-11-01 00:00:00,2018-06-30 00:00:00,2005-04-19 00:00:00,151.4
2004-12-01 00:00:00,2005-05-16 00:00:00,2005-01-14 00:00:00,150.1
2004-12-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,150.2
2005-01-01 00:00:00,2018-06-30 00:00:00,2005-02-18 00:00:00,150.9
2005-02-01 00:00:00,2018-06-30 00:00:00,2005-03-22 00:00:00,151.6
2005-03-01 00:00:00,2005-08-16 00:00:00,2005-04-19 00:00:00,153.6
2005-03-01 00:00:00,2018-06-30 00:00:00,2005-08-17 00:00:00,153.7
2005-04-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,155.0
2005-05-01 00:00:00,2005-10-17 00:00:00,2005-06-14 00:00:00,154.4
2005-05-01 00:00:00,2018-06-30 00:00:00,2005-10-18 00:00:00,154.3
2005-06-01 00:00:00,2005-11-14 00:00:00,2005-07-15 00:00:00,154.1
2005-06-01 00:00:00,2018-06-30 00:00:00,2005-11-15 00:00:00,154.3
2005-07-01 00:00:00,2005-12-19 00:00:00,2005-08-17 00:00:00,156.2
2005-07-01 00:00:00,2018-06-30 00:00:00,2005-12-20 00:00:00,156.3
2005-08-01 00:00:00,2006-01-12 00:00:00,2005-09-13 00:00:00,157.3
2005-08-01 00:00:00,2018-06-30 00:00:00,2006-01-13 00:00:00,157.6
2005-09-01 00:00:00,2006-02-14 00:00:00,2005-10-18 00:00:00,161.9
2005-09-01 00:00:00,2018-06-30 00:00:00,2006-02-15 00:00:00,162.2
2005-10-01 00:00:00,2006-03-20 00:00:00,2005-11-15 00:00:00,166.0
2005-10-01 00:00:00,2018-06-30 00:00:00,2006-03-21 00:00:00,166.2
2005-11-01 00:00:00,2006-04-17 00:00:00,2005-12-20 00:00:00,163.6
2005-11-01 00:00:00,2018-06-30 00:00:00,2006-04-18 00:00:00,163.7
2005-12-01 00:00:00,2018-06-30 00:00:00,2006-01-13 00:00:00,163.0
2006-01-01 00:00:00,2006-06-12 00:00:00,2006-02-17 00:00:00,164.6
2006-01-01 00:00:00,2018-06-30 00:00:00,2006-06-13 00:00:00,164.3
2006-02-01 00:00:00,2006-07-17 00:00:00,2006-03-21 00:00:00,161.9
2006-02-01 00:00:00,2018-06-30 00:00:00,2006-07-18 00:00:00,161.8
2006-03-01 00:00:00,2006-08-14 00:00:00,2006-04-18 00:00:00,162.0
2006-03-01 00:00:00,2018-06-30 00:00:00,2006-08-15 00:00:00,162.2
2006-04-01 00:00:00,2006-09-18 00:00:00,2006-05-16 00:00:00,163.8
2006-04-01 00:00:00,2018-06-30 00:00:00,2006-09-19 00:00:00,164.3
2006-05-01 00:00:00,2006-10-16 00:00:00,2006-06-13 00:00:00,165.3
2006-05-01 00:00:00,2018-06-30 00:00:00,2006-10-17 00:00:00,165.8
2006-06-01 00:00:00,2006-11-13 00:00:00,2006-07-18 00:00:00,165.9
2006-06-01 00:00:00,2018-06-30 00:00:00,2006-11-14 00:00:00,166.1
2006-07-01 00:00:00,2006-12-18 00:00:00,2006-08-15 00:00:00,167.1
2006-07-01 00:00:00,2018-06-30 00:00:00,2006-12-19 00:00:00,166.8
2006-08-01 00:00:00,2018-06-30 00:00:00,2006-09-19 00:00:00,167.9
2006-09-01 00:00:00,2018-06-30 00:00:00,2006-10-17 00:00:00,165.4
2006-10-01 00:00:00,2007-03-14 00:00:00,2006-11-14 00:00:00,162.0
2006-10-01 00:00:00,2018-06-30 00:00:00,2007-03-15 00:00:00,162.2
2006-11-01 00:00:00,2007-04-12 00:00:00,2006-12-19 00:00:00,165.1
2006-11-01 00:00:00,2018-06-30 00:00:00,2007-04-13 00:00:00,164.6
2006-12-01 00:00:00,2007-05-10 00:00:00,2007-01-17 00:00:00,166.0
2006-12-01 00:00:00,2018-06-30 00:00:00,2007-05-11 00:00:00,165.6
2007-01-01 00:00:00,2007-06-13 00:00:00,2007-02-16 00:00:00,164.2
2007-01-01 00:00:00,2018-06-30 00:00:00,2007-06-14 00:00:00,164.0
2007-02-01 00:00:00,2007-07-16 00:00:00,2007-03-15 00:00:00,167.3
2007-02-01 00:00:00,2018-06-30 00:00:00,2007-07-17 00:00:00,166.8
2007-03-01 00:00:00,2007-08-13 00:00:00,2007-04-13 00:00:00,169.7
2007-03-01 00:00:00,2018-06-30 00:00:00,2007-08-14 00:00:00,169.3
2007-04-01 00:00:00,2007-09-17 00:00:00,2007-05-11 00:00:00,171.2
2007-04-01 00:00:00,2018-06-30 00:00:00,2007-09-18 00:00:00,171.4
2007-05-01 00:00:00,2007-10-11 00:00:00,2007-06-14 00:00:00,173.4
2007-05-01 00:00:00,2018-06-30 00:00:00,2007-10-12 00:00:00,173.3
2007-06-01 00:00:00,2007-11-13 00:00:00,2007-07-17 00:00:00,173.7
2007-06-01 00:00:00,2018-06-30 00:00:00,2007-11-14 00:00:00,173.8
2007-07-01 00:00:00,2007-12-12 00:00:00,2007-08-14 00:00:00,174.9
2007-07-01 00:00:00,2018-06-30 00:00:00,2007-12-13 00:00:00,175.1
2007-08-01 00:00:00,2018-06-30 00:00:00,2007-09-18 00:00:00,172.4
2007-09-01 00:00:00,2018-06-30 00:00:00,2007-10-12 00:00:00,173.5
2007-10-01 00:00:00,2008-03-17 00:00:00,2007-11-14 00:00:00,174.4
2007-10-01 00:00:00,2018-06-30 00:00:00,2008-03-18 00:00:00,174.7
2007-11-01 00:00:00,2008-04-14 00:00:00,2007-12-13 00:00:00,179.4
2007-11-01 00:00:00,2018-06-30 00:00:00,2008-04-15 00:00:00,179.0
2007-12-01 00:00:00,2018-06-30 00:00:00,2008-01-15 00:00:00,178.6
2008-01-01 00:00:00,2008-06-16 00:00:00,2008-02-26 00:00:00,180.8
2008-01-01 00:00:00,2018-06-30 00:00:00,2008-06-17 00:00:00,181.0
2008-02-01 00:00:00,2008-07-14 00:00:00,2008-03-18 00:00:00,182.4
2008-02-01 00:00:00,2018-06-30 00:00:00,2008-07-15 00:00:00,182.7
2008-03-01 00:00:00,2008-08-18 00:00:00,2008-04-15 00:00:00,188.1
2008-03-01 00:00:00,2018-06-30 00:00:00,2008-08-19 00:00:00,187.9
2008-04-01 00:00:00,2008-09-11 00:00:00,2008-05-20 00:00:00,190.7
2008-04-01 00:00:00,2018-06-30 00:00:00,2008-09-12 00:00:00,190.9
2008-05-01 00:00:00,2008-10-14 00:00:00,2008-06-17 00:00:00,196.5
2008-05-01 00:00:00,2018-06-30 00:00:00,2008-10-15 00:00:00,196.6
2008-06-01 00:00:00,2008-11-17 00:00:00,2008-07-15 00:00:00,200.7
2008-06-01 00:00:00,2018-06-30 00:00:00,2008-11-18 00:00:00,200.5
2008-07-01 00:00:00,2008-12-11 00:00:00,2008-08-19 00:00:00,205.6
2008-07-01 00:00:00,2018-06-30 00:00:00,2008-12-12 00:00:00,205.5
2008-08-01 00:00:00,2009-01-14 00:00:00,2008-09-12 00:00:00,199.9
2008-08-01 00:00:00,2018-06-30 00:00:00,2009-01-15 00:00:00,199.0
2008-09-01 00:00:00,2009-02-16 00:00:00,2008-10-15 00:00:00,197.2
2008-09-01 00:00:00,2018-06-30 00:00:00,2009-02-17 00:00:00,196.9
2008-10-01 00:00:00,2018-06-30 00:00:00,2008-11-18 00:00:00,186.4
2008-11-01 00:00:00,2009-04-13 00:00:00,2008-12-12 00:00:00,177.5
2008-11-01 00:00:00,2018-06-30 00:00:00,2009-04-14 00:00:00,176.8
2008-12-01 00:00:00,2009-05-13 00:00:00,2009-01-15 00:00:00,171.3
2008-12-01 00:00:00,2018-06-30 00:00:00,2009-05-14 00:00:00,170.9
2009-01-01 00:00:00,2009-06-15 00:00:00,2009-02-19 00:00:00,171.0
2009-01-01 00:00:00,2018-06-30 00:00:00,2009-06-16 00:00:00,171.2
2009-02-01 00:00:00,2009-07-13 00:00:00,2009-03-17 00:00:00,169.5
2009-02-01 00:00:00,2018-06-30 00:00:00,2009-07-14 00:00:00,169.3
2009-03-01 00:00:00,2018-06-30 00:00:00,2009-04-14 00:00:00,168.1
2009-04-01 00:00:00,2009-09-14 00:00:00,2009-05-14 00:00:00,168.7
2009-04-01 00:00:00,2018-06-30 00:00:00,2009-09-15 00:00:00,169.1
2009-05-01 00:00:00,2009-10-19 00:00:00,2009-06-16 00:00:00,170.2
2009-05-01 00:00:00,2018-06-30 00:00:00,2009-10-20 00:00:00,170.8
2009-06-01 00:00:00,2018-06-30 00:00:00,2009-07-14 00:00:00,174.1
2009-07-01 00:00:00,2009-12-14 00:00:00,2009-08-18 00:00:00,172.7
2009-07-01 00:00:00,2018-06-30 00:00:00,2009-12-15 00:00:00,172.5
2009-08-01 00:00:00,2010-01-19 00:00:00,2009-09-15 00:00:00,175.1
2009-08-01 00:00:00,2018-06-30 00:00:00,2010-01-20 00:00:00,175.0
2009-09-01 00:00:00,2010-02-15 00:00:00,2009-10-20 00:00:00,174.6
2009-09-01 00:00:00,2018-06-30 00:00:00,2010-02-16 00:00:00,174.1
2009-10-01 00:00:00,2010-03-16 00:00:00,2009-11-17 00:00:00,175.3
2009-10-01 00:00:00,2018-06-30 00:00:00,2010-03-17 00:00:00,175.2
2009-11-01 00:00:00,2010-04-21 00:00:00,2009-12-15 00:00:00,177.7
2009-11-01 00:00:00,2010-05-17 00:00:00,2010-04-22 00:00:00,177.9
2009-11-01 00:00:00,2018-06-30 00:00:00,2010-05-18 00:00:00,177.4
2009-12-01 00:00:00,2018-06-30 00:00:00,2010-01-20 00:00:00,178.1
2010-01-01 00:00:00,2010-06-15 00:00:00,2010-02-18 00:00:00,182.0
2010-01-01 00:00:00,2018-06-30 00:00:00,2010-06-16 00:00:00,181.9
2010-02-01 00:00:00,2010-07-14 00:00:00,2010-03-17 00:00:00,180.9
2010-02-01 00:00:00,2018-06-30 00:00:00,2010-07-15 00:00:00,181.0
2010-03-01 00:00:00,2018-06-30 00:00:00,2010-04-22 00:00:00,183.3
2010-04-01 00:00:00,2018-06-30 00:00:00,2010-05-18 00:00:00,184.4
2010-05-01 00:00:00,2010-10-13 00:00:00,2010-06-16 00:00:00,185.0
2010-05-01 00:00:00,2018-06-30 00:00:00,2010-10-14 00:00:00,184.8
2010-06-01 00:00:00,2010-11-15 00:00:00,2010-07-15 00:00:00,183.7
2010-06-01 00:00:00,2018-06-30 00:00:00,2010-11-16 00:00:00,183.5
2010-07-01 00:00:00,2010-12-13 00:00:00,2010-08-17 00:00:00,184.2
2010-07-01 00:00:00,2018-06-30 00:00:00,2010-12-14 00:00:00,184.1
2010-08-01 00:00:00,2011-01-12 00:00:00,2010-09-16 00:00:00,184.5
2010-08-01 00:00:00,2018-06-30 00:00:00,2011-01-13 00:00:00,184.9
2010-09-01 00:00:00,2011-02-13 00:00:00,2010-10-14 00:00:00,185.1
2010-09-01 00:00:00,2018-06-30 00:00:00,2011-02-14 00:00:00,184.9
2010-10-01 00:00:00,2011-03-15 00:00:00,2010-11-16 00:00:00,186.8
2010-10-01 00:00:00,2018-06-30 00:00:00,2011-03-16 00:00:00,186.6
2010-11-01 00:00:00,2011-04-13 00:00:00,2010-12-14 00:00:00,188.0
2010-11-01 00:00:00,2018-06-30 00:00:00,2011-04-14 00:00:00,187.7
2010-12-01 00:00:00,2011-05-11 00:00:00,2011-01-13 00:00:00,189.9
2010-12-01 00:00:00,2018-06-30 00:00:00,2011-05-12 00:00:00,189.7
2011-01-01 00:00:00,2011-06-13 00:00:00,2011-02-16 00:00:00,192.2
2011-01-01 00:00:00,2018-06-30 00:00:00,2011-06-14 00:00:00,192.7
2011-02-01 00:00:00,2011-07-13 00:00:00,2011-03-16 00:00:00,195.5
2011-02-01 00:00:00,2018-06-30 00:00:00,2011-07-14 00:00:00,195.8
2011-03-01 00:00:00,2011-08-16 00:00:00,2011-04-14 00:00:00,199.1
2011-03-01 00:00:00,2018-06-30 00:00:00,2011-08-17 00:00:00,199.2
2011-04-01 00:00:00,2011-09-13 00:00:00,2011-05-12 00:00:00,202.8
2011-04-01 00:00:00,2018-06-30 00:00:00,2011-09-14 00:00:00,203.1
2011-05-01 00:00:00,2011-10-17 00:00:00,2011-06-14 00:00:00,204.2
2011-05-01 00:00:00,2018-06-30 00:00:00,2011-10-18 00:00:00,204.1
2011-06-01 00:00:00,2011-11-14 00:00:00,2011-07-14 00:00:00,204.0
2011-06-01 00:00:00,2018-06-30 00:00:00,2011-11-15 00:00:00,203.9
2011-07-01 00:00:00,2018-06-30 00:00:00,2011-08-17 00:00:00,204.6
2011-08-01 00:00:00,2018-06-30 00:00:00,2011-09-14 00:00:00,203.2
2011-09-01 00:00:00,2012-02-13 00:00:00,2011-10-18 00:00:00,204.0
2011-09-01 00:00:00,2018-06-30 00:00:00,2012-02-14 00:00:00,203.7
2011-10-01 00:00:00,2012-03-14 00:00:00,2011-11-15 00:00:00,201.3
2011-10-01 00:00:00,2018-06-30 00:00:00,2012-03-15 00:00:00,201.1
2011-11-01 00:00:00,2012-04-11 00:00:00,2011-12-15 00:00:00,202.0
2011-11-01 00:00:00,2018-06-30 00:00:00,2012-04-12 00:00:00,201.4
2011-12-01 00:00:00,2012-05-10 00:00:00,2012-01-18 00:00:00,200.2
2011-12-01 00:00:00,2018-06-30 00:00:00,2012-05-11 00:00:00,199.8
2012-01-01 00:00:00,2012-06-12 00:00:00,2012-02-16 00:00:00,200.6
2012-01-01 00:00:00,2018-06-30 00:00:00,2012-06-13 00:00:00,200.7
2012-02-01 00:00:00,2018-06-30 00:00:00,2012-03-15 00:00:00,201.6
2012-03-01 00:00:00,2012-08-13 00:00:00,2012-04-12 00:00:00,204.3
2012-03-01 00:00:00,2018-06-30 00:00:00,2012-08-14 00:00:00,204.2
2012-04-01 00:00:00,2012-09-12 00:00:00,2012-05-11 00:00:00,203.9
2012-04-01 00:00:00,2018-06-30 00:00:00,2012-09-13 00:00:00,203.7
2012-05-01 00:00:00,2012-10-11 00:00:00,2012-06-13 00:00:00,202.3
2012-05-01 00:00:00,2018-06-30 00:00:00,2012-10-12 00:00:00,201.9
2012-06-01 00:00:00,2012-11-13 00:00:00,2012-07-13 00:00:00,200.4
2012-06-01 00:00:00,2018-06-30 00:00:00,2012-11-14 00:00:00,199.8
2012-07-01 00:00:00,2012-12-12 00:00:00,2012-08-14 00:00:00,200.0
2012-07-01 00:00:00,2018-06-30 00:00:00,2012-12-13 00:00:00,200.1
2012-08-01 00:00:00,2013-01-14 00:00:00,2012-09-13 00:00:00,202.6
2012-08-01 00:00:00,2018-06-30 00:00:00,2013-01-15 00:00:00,202.7
2012-09-01 00:00:00,2013-02-19 00:00:00,2012-10-12 00:00:00,204.5
2012-09-01 00:00:00,2018-06-30 00:00:00,2013-02-20 00:00:00,204.4
2012-10-01 00:00:00,2018-06-30 00:00:00,2012-11-14 00:00:00,203.5
2012-11-01 00:00:00,2018-06-30 00:00:00,2012-12-13 00:00:00,201.8
2012-12-01 00:00:00,2018-06-30 00:00:00,2013-01-15 00:00:00,201.5
2013-01-01 00:00:00,2013-06-13 00:00:00,2013-02-20 00:00:00,202.4
2013-01-01 00:00:00,2018-06-30 00:00:00,2013-06-14 00:00:00,202.5
2013-02-01 00:00:00,2018-06-30 00:00:00,2013-03-14 00:00:00,204.3
2013-03-01 00:00:00,2013-08-13 00:00:00,2013-04-12 00:00:00,204.1
2013-03-01 00:00:00,2018-06-30 00:00:00,2013-08-14 00:00:00,204.0
2013-04-01 00:00:00,2013-09-12 00:00:00,2013-05-15 00:00:00,203.6
2013-04-01 00:00:00,2018-06-30 00:00:00,2013-09-13 00:00:00,203.5
2013-05-01 00:00:00,2013-10-28 00:00:00,2013-06-14 00:00:00,204.2
2013-05-01 00:00:00,2018-06-30 00:00:00,2013-10-29 00:00:00,204.1
2013-06-01 00:00:00,2013-11-20 00:00:00,2013-07-12 00:00:00,204.7
2013-06-01 00:00:00,2018-06-30 00:00:00,2013-11-21 00:00:00,204.3
2013-07-01 00:00:00,2013-12-12 00:00:00,2013-08-14 00:00:00,204.6
2013-07-01 00:00:00,2018-06-30 00:00:00,2013-12-13 00:00:00,204.4
2013-08-01 00:00:00,2014-01-14 00:00:00,2013-09-13 00:00:00,204.3
2013-08-01 00:00:00,2018-06-30 00:00:00,2014-01-15 00:00:00,204.2
2013-09-01 00:00:00,2014-02-18 00:00:00,2013-10-29 00:00:00,204.0
2013-09-01 00:00:00,2018-06-30 00:00:00,2014-02-19 00:00:00,203.9
2013-10-01 00:00:00,2018-06-30 00:00:00,2013-11-21 00:00:00,202.5
2013-11-01 00:00:00,2014-04-10 00:00:00,2013-12-13 00:00:00,201.0
2013-11-01 00:00:00,2018-06-30 00:00:00,2014-04-11 00:00:00,201.2
2013-12-01 00:00:00,2014-05-13 00:00:00,2014-01-15 00:00:00,201.8
2013-12-01 00:00:00,2018-06-30 00:00:00,2014-05-14 00:00:00,202.0
2014-01-01 00:00:00,2014-06-12 00:00:00,2014-02-19 00:00:00,203.5
2014-01-01 00:00:00,2018-06-30 00:00:00,2014-06-13 00:00:00,203.8
2014-02-01 00:00:00,2014-07-15 00:00:00,2014-03-14 00:00:00,206.0
2014-02-01 00:00:00,2018-06-30 00:00:00,2014-07-16 00:00:00,205.7
2014-03-01 00:00:00,2018-06-30 00:00:00,2014-04-11 00:00:00,207.0
2014-04-01 00:00:00,2014-09-15 00:00:00,2014-05-14 00:00:00,208.4
2014-04-01 00:00:00,2018-06-30 00:00:00,2014-09-16 00:00:00,208.3
2014-05-01 00:00:00,2018-06-30 00:00:00,2014-06-13 00:00:00,208.0
2014-06-01 00:00:00,2018-06-30 00:00:00,2014-07-16 00:00:00,208.3
2014-07-01 00:00:00,2018-06-30 00:00:00,2014-08-15 00:00:00,208.0
2014-08-01 00:00:00,2015-01-14 00:00:00,2014-09-16 00:00:00,206.8
2014-08-01 00:00:00,2018-06-30 00:00:00,2015-01-15 00:00:00,207.0
2014-09-01 00:00:00,2015-02-17 00:00:00,2014-10-15 00:00:00,206.5
2014-09-01 00:00:00,2018-06-30 00:00:00,2015-02-18 00:00:00,206.4
2014-10-01 00:00:00,2015-03-12 00:00:00,2014-11-18 00:00:00,203.6
2014-10-01 00:00:00,2018-06-30 00:00:00,2015-03-13 00:00:00,203.4
2014-11-01 00:00:00,2015-04-13 00:00:00,2014-12-12 00:00:00,201.2
2014-11-01 00:00:00,2018-06-30 00:00:00,2015-04-14 00:00:00,200.9
2014-12-01 00:00:00,2015-05-13 00:00:00,2015-01-15 00:00:00,197.6
2014-12-01 00:00:00,2018-06-30 00:00:00,2015-05-14 00:00:00,197.0
2015-01-01 00:00:00,2015-06-11 00:00:00,2015-02-18 00:00:00,192.1
2015-01-01 00:00:00,2018-06-30 00:00:00,2015-06-12 00:00:00,192.0
2015-02-01 00:00:00,2018-06-30 00:00:00,2015-03-13 00:00:00,191.1
2015-03-01 00:00:00,2015-08-13 00:00:00,2015-04-14 00:00:00,191.6
2015-03-01 00:00:00,2018-06-30 00:00:00,2015-08-14 00:00:00,191.5
2015-04-01 00:00:00,2015-09-10 00:00:00,2015-05-14 00:00:00,190.7
2015-04-01 00:00:00,2018-06-30 00:00:00,2015-09-11 00:00:00,190.9
2015-05-01 00:00:00,2015-10-13 00:00:00,2015-06-12 00:00:00,192.9
2015-05-01 00:00:00,2018-06-30 00:00:00,2015-10-14 00:00:00,193.4
2015-06-01 00:00:00,2015-11-12 00:00:00,2015-07-15 00:00:00,194.7
2015-06-01 00:00:00,2018-06-30 00:00:00,2015-11-13 00:00:00,194.8
2015-07-01 00:00:00,2015-12-10 00:00:00,2015-08-14 00:00:00,194.0
2015-07-01 00:00:00,2018-06-30 00:00:00,2015-12-11 00:00:00,193.9
2015-08-01 00:00:00,2016-01-14 00:00:00,2015-09-11 00:00:00,192.2
2015-08-01 00:00:00,2018-06-30 00:00:00,2016-01-15 00:00:00,191.9
2015-09-01 00:00:00,2018-06-30 00:00:00,2015-10-14 00:00:00,189.1
2015-10-01 00:00:00,2016-03-14 00:00:00,2015-11-13 00:00:00,187.7
2015-10-01 00:00:00,2018-06-30 00:00:00,2016-03-15 00:00:00,187.5
2015-11-01 00:00:00,2016-04-12 00:00:00,2015-12-11 00:00:00,185.9
2015-11-01 00:00:00,2018-06-30 00:00:00,2016-04-13 00:00:00,185.7
2015-12-01 00:00:00,2016-05-12 00:00:00,2016-01-15 00:00:00,183.8
2015-12-01 00:00:00,2018-06-30 00:00:00,2016-05-13 00:00:00,183.5
2016-01-01 00:00:00,2016-06-14 00:00:00,2016-02-17 00:00:00,182.5
2016-01-01 00:00:00,2018-06-30 00:00:00,2016-06-15 00:00:00,182.6
2016-02-01 00:00:00,2016-07-13 00:00:00,2016-03-15 00:00:00,181.5
2016-02-01 00:00:00,2018-06-30 00:00:00,2016-07-14 00:00:00,181.3
2016-03-01 00:00:00,2016-08-11 00:00:00,2016-04-13 00:00:00,182.4
2016-03-01 00:00:00,2018-06-30 00:00:00,2016-08-12 00:00:00,182.1
2016-04-01 00:00:00,2016-09-14 00:00:00,2016-05-13 00:00:00,183.3
2016-04-01 00:00:00,2018-06-30 00:00:00,2016-09-15 00:00:00,183.2
2016-05-01 00:00:00,2016-10-13 00:00:00,2016-06-15 00:00:00,185.0
2016-05-01 00:00:00,2018-06-30 00:00:00,2016-10-14 00:00:00,185.3
2016-06-01 00:00:00,2016-11-15 00:00:00,2016-07-14 00:00:00,187.4
2016-06-01 00:00:00,2018-06-30 00:00:00,2016-11-16 00:00:00,187.6
2016-07-01 00:00:00,2016-12-13 00:00:00,2016-08-12 00:00:00,187.3
2016-07-01 00:00:00,2018-06-30 00:00:00,2016-12-14 00:00:00,187.7
2016-08-01 00:00:00,2017-01-12 00:00:00,2016-09-15 00:00:00,186.2
2016-08-01 00:00:00,2018-06-30 00:00:00,2017-01-13 00:00:00,186.6
2016-09-01 00:00:00,2017-02-09 00:00:00,2016-10-14 00:00:00,187.0
2016-09-01 00:00:00,2018-06-30 00:00:00,2017-02-10 00:00:00,186.9
2016-10-01 00:00:00,2017-03-13 00:00:00,2016-11-16 00:00:00,186.8
2016-10-01 00:00:00,2018-06-30 00:00:00,2017-03-14 00:00:00,186.7
2016-11-01 00:00:00,2017-04-12 00:00:00,2016-12-14 00:00:00,186.4
2016-11-01 00:00:00,2018-06-30 00:00:00,2017-04-13 00:00:00,186.3
2016-12-01 00:00:00,2017-05-10 00:00:00,2017-01-13 00:00:00,188.3
2016-12-01 00:00:00,2018-06-30 00:00:00,2017-05-11 00:00:00,188.2
2017-01-01 00:00:00,2017-06-12 00:00:00,2017-02-14 00:00:00,190.6
2017-01-01 00:00:00,2018-06-30 00:00:00,2017-06-13 00:00:00,190.7
2017-02-01 00:00:00,2017-07-12 00:00:00,2017-03-14 00:00:00,191.1
2017-02-01 00:00:00,2018-06-30 00:00:00,2017-07-13 00:00:00,191.6
2017-03-01 00:00:00,2017-08-09 00:00:00,2017-04-13 00:00:00,191.3
2017-03-01 00:00:00,2018-06-30 00:00:00,2017-08-10 00:00:00,191.5
2017-04-01 00:00:00,2018-06-30 00:00:00,2017-05-11 00:00:00,193.0
2017-05-01 00:00:00,2017-10-11 00:00:00,2017-06-13 00:00:00,192.9
2017-05-01 00:00:00,2018-06-30 00:00:00,2017-10-12 00:00:00,192.8
2017-06-01 00:00:00,2017-11-13 00:00:00,2017-07-13 00:00:00,193.7
2017-06-01 00:00:00,2018-06-30 00:00:00,2017-11-14 00:00:00,193.6
