RRS,date,realtime_end,realtime_start
130543.0,1996-09-01 00:00:00,1997-05-06 00:00:00,1997-04-11 00:00:00
129647.0,1996-09-01 00:00:00,1997-10-15 00:00:00,1997-05-07 00:00:00
129753.0,1996-09-01 00:00:00,1997-11-13 00:00:00,1997-10-16 00:00:00
129797.0,1996-09-01 00:00:00,1998-03-11 00:00:00,1997-11-14 00:00:00
129879.0,1996-09-01 00:00:00,1998-04-30 00:00:00,1998-03-12 00:00:00
130620.0,1996-09-01 00:00:00,1999-07-29 00:00:00,1998-05-01 00:00:00
133442.0,1996-09-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
133469.0,1996-09-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
133425.0,1996-09-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
133510.0,1996-09-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
131072.0,1996-10-01 00:00:00,1997-05-06 00:00:00,1997-04-11 00:00:00
130308.0,1996-10-01 00:00:00,1997-11-13 00:00:00,1997-05-07 00:00:00
130584.0,1996-10-01 00:00:00,1997-12-10 00:00:00,1997-11-14 00:00:00
130570.0,1996-10-01 00:00:00,1998-04-30 00:00:00,1997-12-11 00:00:00
131467.0,1996-10-01 00:00:00,1999-07-29 00:00:00,1998-05-01 00:00:00
134131.0,1996-10-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
134097.0,1996-10-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
134106.0,1996-10-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
134191.0,1996-10-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
130557.0,1996-11-01 00:00:00,1997-05-06 00:00:00,1997-04-11 00:00:00
129590.0,1996-11-01 00:00:00,1997-12-10 00:00:00,1997-05-07 00:00:00
129681.0,1996-11-01 00:00:00,1998-01-13 00:00:00,1997-12-11 00:00:00
129702.0,1996-11-01 00:00:00,1998-04-30 00:00:00,1998-01-14 00:00:00
130884.0,1996-11-01 00:00:00,1999-02-18 00:00:00,1998-05-01 00:00:00
130967.0,1996-11-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
133721.0,1996-11-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
133710.0,1996-11-01 00:00:00,2001-02-20 00:00:00,2000-04-28 00:00:00
133625.0,1996-11-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
133710.0,1996-11-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
130854.0,1996-12-01 00:00:00,1997-05-06 00:00:00,1997-04-11 00:00:00
129959.0,1996-12-01 00:00:00,1998-01-13 00:00:00,1997-05-07 00:00:00
129729.0,1996-12-01 00:00:00,1998-02-11 00:00:00,1998-01-14 00:00:00
129819.0,1996-12-01 00:00:00,1998-04-30 00:00:00,1998-02-12 00:00:00
131062.0,1996-12-01 00:00:00,1999-02-10 00:00:00,1998-05-01 00:00:00
129819.0,1996-12-01 00:00:00,1999-02-18 00:00:00,1999-02-11 00:00:00
131145.0,1996-12-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
133916.0,1996-12-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
133806.0,1996-12-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
133820.0,1996-12-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
133736.0,1996-12-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
133820.0,1996-12-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
132972.0,1997-01-01 00:00:00,1997-05-06 00:00:00,1997-04-11 00:00:00
131890.0,1997-01-01 00:00:00,1998-02-11 00:00:00,1997-05-07 00:00:00
131533.0,1997-01-01 00:00:00,1998-03-11 00:00:00,1998-02-12 00:00:00
131309.0,1997-01-01 00:00:00,1998-04-30 00:00:00,1998-03-12 00:00:00
132478.0,1997-01-01 00:00:00,1999-07-29 00:00:00,1998-05-01 00:00:00
135038.0,1997-01-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
134603.0,1997-01-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
134481.0,1997-01-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
134396.0,1997-01-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
134481.0,1997-01-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
134628.0,1997-02-01 00:00:00,1997-05-06 00:00:00,1997-04-11 00:00:00
133535.0,1997-02-01 00:00:00,1997-05-14 00:00:00,1997-05-07 00:00:00
133305.0,1997-02-01 00:00:00,1998-03-11 00:00:00,1997-05-15 00:00:00
133159.0,1997-02-01 00:00:00,1998-04-13 00:00:00,1998-03-12 00:00:00
132843.0,1997-02-01 00:00:00,1998-04-30 00:00:00,1998-04-14 00:00:00
133967.0,1997-02-01 00:00:00,1999-02-18 00:00:00,1998-05-01 00:00:00
133883.0,1997-02-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
136006.0,1997-02-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
135319.0,1997-02-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
135180.0,1997-02-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
135095.0,1997-02-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
135264.0,1997-02-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
134815.0,1997-03-01 00:00:00,1997-05-06 00:00:00,1997-04-15 00:00:00
133605.0,1997-03-01 00:00:00,1997-05-14 00:00:00,1997-05-07 00:00:00
133186.0,1997-03-01 00:00:00,1997-06-10 00:00:00,1997-05-15 00:00:00
132831.0,1997-03-01 00:00:00,1997-06-26 00:00:00,1997-06-11 00:00:00
132797.0,1997-03-01 00:00:00,1998-03-11 00:00:00,1997-06-27 00:00:00
132880.0,1997-03-01 00:00:00,1998-04-13 00:00:00,1998-03-12 00:00:00
132612.0,1997-03-01 00:00:00,1998-04-30 00:00:00,1998-04-14 00:00:00
133765.0,1997-03-01 00:00:00,1998-05-13 00:00:00,1998-05-01 00:00:00
134240.0,1997-03-01 00:00:00,1999-02-18 00:00:00,1998-05-14 00:00:00
134156.0,1997-03-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
136167.0,1997-03-01 00:00:00,2000-02-17 00:00:00,1999-07-30 00:00:00
136082.0,1997-03-01 00:00:00,2000-04-27 00:00:00,2000-02-18 00:00:00
135351.0,1997-03-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
135181.0,1997-03-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
135265.0,1997-03-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
135350.0,1997-03-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
132651.0,1997-04-01 00:00:00,1997-06-10 00:00:00,1997-05-15 00:00:00
131576.0,1997-04-01 00:00:00,1997-06-26 00:00:00,1997-06-11 00:00:00
131525.0,1997-04-01 00:00:00,1997-07-15 00:00:00,1997-06-27 00:00:00
131209.0,1997-04-01 00:00:00,1998-04-30 00:00:00,1997-07-16 00:00:00
132220.0,1997-04-01 00:00:00,1998-05-13 00:00:00,1998-05-01 00:00:00
131921.0,1997-04-01 00:00:00,1998-06-10 00:00:00,1998-05-14 00:00:00
131886.0,1997-04-01 00:00:00,1999-02-18 00:00:00,1998-06-11 00:00:00
131804.0,1997-04-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
134319.0,1997-04-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
134699.0,1997-04-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
134649.0,1997-04-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
134733.0,1997-04-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
134817.0,1997-04-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
131353.0,1997-05-01 00:00:00,1997-06-26 00:00:00,1997-06-17 00:00:00
131265.0,1997-05-01 00:00:00,1997-07-15 00:00:00,1997-06-27 00:00:00
130738.0,1997-05-01 00:00:00,1997-08-13 00:00:00,1997-07-16 00:00:00
130775.0,1997-05-01 00:00:00,1998-04-30 00:00:00,1997-08-14 00:00:00
131775.0,1997-05-01 00:00:00,1998-06-10 00:00:00,1998-05-01 00:00:00
131578.0,1997-05-01 00:00:00,1998-07-13 00:00:00,1998-06-11 00:00:00
131500.0,1997-05-01 00:00:00,1999-07-29 00:00:00,1998-07-14 00:00:00
133598.0,1997-05-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
132889.0,1997-05-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
132813.0,1997-05-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
132979.0,1997-05-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
131191.0,1997-06-01 00:00:00,1997-08-13 00:00:00,1997-07-16 00:00:00
131465.0,1997-06-01 00:00:00,1997-09-11 00:00:00,1997-08-14 00:00:00
131591.0,1997-06-01 00:00:00,1998-03-11 00:00:00,1997-09-12 00:00:00
131509.0,1997-06-01 00:00:00,1998-04-30 00:00:00,1998-03-12 00:00:00
132473.0,1997-06-01 00:00:00,1998-07-13 00:00:00,1998-05-01 00:00:00
132529.0,1997-06-01 00:00:00,1998-08-12 00:00:00,1998-07-14 00:00:00
132383.0,1997-06-01 00:00:00,1999-02-18 00:00:00,1998-08-13 00:00:00
132466.0,1997-06-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
134941.0,1997-06-01 00:00:00,2000-02-17 00:00:00,1999-07-30 00:00:00
134857.0,1997-06-01 00:00:00,2000-04-27 00:00:00,2000-02-18 00:00:00
134910.0,1997-06-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
134827.0,1997-06-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
134911.0,1997-06-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
134995.0,1997-06-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
132052.0,1997-07-01 00:00:00,1997-09-11 00:00:00,1997-08-14 00:00:00
132519.0,1997-07-01 00:00:00,1997-10-15 00:00:00,1997-09-12 00:00:00
132969.0,1997-07-01 00:00:00,1998-04-30 00:00:00,1997-10-16 00:00:00
133892.0,1997-07-01 00:00:00,1998-08-12 00:00:00,1998-05-01 00:00:00
134099.0,1997-07-01 00:00:00,1998-09-16 00:00:00,1998-08-13 00:00:00
133833.0,1997-07-01 00:00:00,1999-07-29 00:00:00,1998-09-17 00:00:00
136359.0,1997-07-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
136300.0,1997-07-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
136260.0,1997-07-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
136345.0,1997-07-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
136430.0,1997-07-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
132802.0,1997-08-01 00:00:00,1997-10-15 00:00:00,1997-09-16 00:00:00
133554.0,1997-08-01 00:00:00,1997-11-13 00:00:00,1997-10-16 00:00:00
133233.0,1997-08-01 00:00:00,1998-04-30 00:00:00,1997-11-14 00:00:00
134259.0,1997-08-01 00:00:00,1998-09-16 00:00:00,1998-05-01 00:00:00
134449.0,1997-08-01 00:00:00,1998-10-15 00:00:00,1998-09-17 00:00:00
134488.0,1997-08-01 00:00:00,1999-07-29 00:00:00,1998-10-16 00:00:00
137121.0,1997-08-01 00:00:00,2000-02-17 00:00:00,1999-07-30 00:00:00
137206.0,1997-08-01 00:00:00,2000-04-27 00:00:00,2000-02-18 00:00:00
136935.0,1997-08-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
136886.0,1997-08-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
133608.0,1997-09-01 00:00:00,1997-11-13 00:00:00,1997-10-16 00:00:00
132756.0,1997-09-01 00:00:00,1997-12-10 00:00:00,1997-11-14 00:00:00
132551.0,1997-09-01 00:00:00,1998-04-30 00:00:00,1997-12-11 00:00:00
133595.0,1997-09-01 00:00:00,1998-10-15 00:00:00,1998-05-01 00:00:00
133663.0,1997-09-01 00:00:00,1998-11-12 00:00:00,1998-10-16 00:00:00
133801.0,1997-09-01 00:00:00,1999-07-29 00:00:00,1998-11-13 00:00:00
136658.0,1997-09-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
136505.0,1997-09-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
136611.0,1997-09-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
136696.0,1997-09-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
132236.0,1997-10-01 00:00:00,1997-12-10 00:00:00,1997-11-18 00:00:00
132060.0,1997-10-01 00:00:00,1998-01-13 00:00:00,1997-12-11 00:00:00
132127.0,1997-10-01 00:00:00,1998-04-30 00:00:00,1998-01-14 00:00:00
133114.0,1997-10-01 00:00:00,1998-11-12 00:00:00,1998-05-01 00:00:00
132959.0,1997-10-01 00:00:00,1998-12-10 00:00:00,1998-11-13 00:00:00
133116.0,1997-10-01 00:00:00,1999-02-18 00:00:00,1998-12-11 00:00:00
133198.0,1997-10-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
136124.0,1997-10-01 00:00:00,2000-02-17 00:00:00,1999-07-30 00:00:00
136040.0,1997-10-01 00:00:00,2000-04-27 00:00:00,2000-02-18 00:00:00
135994.0,1997-10-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
136037.0,1997-10-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
136121.0,1997-10-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
132151.0,1997-11-01 00:00:00,1998-01-13 00:00:00,1997-12-16 00:00:00
132320.0,1997-11-01 00:00:00,1998-02-11 00:00:00,1998-01-14 00:00:00
132159.0,1997-11-01 00:00:00,1998-04-30 00:00:00,1998-02-12 00:00:00
133445.0,1997-11-01 00:00:00,1998-12-10 00:00:00,1998-05-01 00:00:00
133392.0,1997-11-01 00:00:00,1999-01-13 00:00:00,1998-12-11 00:00:00
133550.0,1997-11-01 00:00:00,1999-02-10 00:00:00,1999-01-14 00:00:00
132159.0,1997-11-01 00:00:00,1999-02-18 00:00:00,1999-02-11 00:00:00
133633.0,1997-11-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
136512.0,1997-11-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
136373.0,1997-11-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
136614.0,1997-11-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
136530.0,1997-11-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
136614.0,1997-11-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
133191.0,1997-12-01 00:00:00,1998-02-11 00:00:00,1998-01-14 00:00:00
132540.0,1997-12-01 00:00:00,1998-03-11 00:00:00,1998-02-12 00:00:00
132735.0,1997-12-01 00:00:00,1998-04-30 00:00:00,1998-03-12 00:00:00
133951.0,1997-12-01 00:00:00,1999-01-13 00:00:00,1998-05-01 00:00:00
133949.0,1997-12-01 00:00:00,1999-02-10 00:00:00,1999-01-14 00:00:00
133993.0,1997-12-01 00:00:00,1999-02-18 00:00:00,1999-02-11 00:00:00
134076.0,1997-12-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
136996.0,1997-12-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
136779.0,1997-12-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
137054.0,1997-12-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
136969.0,1997-12-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
137054.0,1997-12-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
134006.0,1998-01-01 00:00:00,1998-04-13 00:00:00,1998-03-12 00:00:00
134096.0,1998-01-01 00:00:00,1998-04-30 00:00:00,1998-04-14 00:00:00
135271.0,1998-01-01 00:00:00,1999-02-10 00:00:00,1998-05-01 00:00:00
135196.0,1998-01-01 00:00:00,1999-02-18 00:00:00,1999-02-11 00:00:00
135113.0,1998-01-01 00:00:00,1999-03-10 00:00:00,1999-02-19 00:00:00
134801.0,1998-01-01 00:00:00,1999-07-29 00:00:00,1999-03-11 00:00:00
137678.0,1998-01-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
136675.0,1998-01-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
137104.0,1998-01-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
137019.0,1998-01-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
137104.0,1998-01-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
134599.0,1998-02-01 00:00:00,1998-04-13 00:00:00,1998-03-19 00:00:00
134931.0,1998-02-01 00:00:00,1998-04-30 00:00:00,1998-04-14 00:00:00
136141.0,1998-02-01 00:00:00,1998-05-13 00:00:00,1998-05-01 00:00:00
136337.0,1998-02-01 00:00:00,1999-02-18 00:00:00,1998-05-14 00:00:00
136253.0,1998-02-01 00:00:00,1999-03-10 00:00:00,1999-02-19 00:00:00
135966.0,1998-02-01 00:00:00,1999-04-12 00:00:00,1999-03-11 00:00:00
135716.0,1998-02-01 00:00:00,1999-07-29 00:00:00,1999-04-13 00:00:00
138284.0,1998-02-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
136790.0,1998-02-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
137307.0,1998-02-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
137222.0,1998-02-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
137391.0,1998-02-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
134802.0,1998-03-01 00:00:00,1998-04-30 00:00:00,1998-04-14 00:00:00
136107.0,1998-03-01 00:00:00,1998-05-13 00:00:00,1998-05-01 00:00:00
136319.0,1998-03-01 00:00:00,1998-06-10 00:00:00,1998-05-14 00:00:00
136485.0,1998-03-01 00:00:00,1999-02-18 00:00:00,1998-06-11 00:00:00
136400.0,1998-03-01 00:00:00,1999-04-12 00:00:00,1999-02-19 00:00:00
135994.0,1998-03-01 00:00:00,1999-05-13 00:00:00,1999-04-13 00:00:00
135854.0,1998-03-01 00:00:00,1999-07-29 00:00:00,1999-05-14 00:00:00
138500.0,1998-03-01 00:00:00,2000-02-17 00:00:00,1999-07-30 00:00:00
138414.0,1998-03-01 00:00:00,2000-04-27 00:00:00,2000-02-18 00:00:00
137603.0,1998-03-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
138086.0,1998-03-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
138256.0,1998-03-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
136711.0,1998-04-01 00:00:00,1998-06-10 00:00:00,1998-05-14 00:00:00
137057.0,1998-04-01 00:00:00,1998-07-13 00:00:00,1998-06-11 00:00:00
137135.0,1998-04-01 00:00:00,1999-02-18 00:00:00,1998-07-14 00:00:00
137050.0,1998-04-01 00:00:00,1999-05-13 00:00:00,1999-02-19 00:00:00
136993.0,1998-04-01 00:00:00,1999-06-10 00:00:00,1999-05-14 00:00:00
137070.0,1998-04-01 00:00:00,1999-07-29 00:00:00,1999-06-11 00:00:00
139482.0,1998-04-01 00:00:00,2000-04-27 00:00:00,1999-07-30 00:00:00
138449.0,1998-04-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
139190.0,1998-04-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
139275.0,1998-04-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
139447.0,1998-04-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
137890.0,1998-05-01 00:00:00,1998-07-13 00:00:00,1998-06-16 00:00:00
138406.0,1998-05-01 00:00:00,1998-08-12 00:00:00,1998-07-14 00:00:00
138349.0,1998-05-01 00:00:00,1999-06-10 00:00:00,1998-08-13 00:00:00
137999.0,1998-05-01 00:00:00,1999-07-14 00:00:00,1999-06-11 00:00:00
137861.0,1998-05-01 00:00:00,1999-07-29 00:00:00,1999-07-15 00:00:00
140351.0,1998-05-01 00:00:00,2000-02-17 00:00:00,1999-07-30 00:00:00
140437.0,1998-05-01 00:00:00,2000-04-27 00:00:00,2000-02-18 00:00:00
139063.0,1998-05-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
139921.0,1998-05-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
140007.0,1998-05-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
140093.0,1998-05-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
138461.0,1998-06-01 00:00:00,1998-08-12 00:00:00,1998-07-14 00:00:00
138412.0,1998-06-01 00:00:00,1998-09-16 00:00:00,1998-08-13 00:00:00
138420.0,1998-06-01 00:00:00,1999-07-14 00:00:00,1998-09-17 00:00:00
138271.0,1998-06-01 00:00:00,1999-07-29 00:00:00,1999-07-15 00:00:00
140810.0,1998-06-01 00:00:00,1999-08-11 00:00:00,1999-07-30 00:00:00
141029.0,1998-06-01 00:00:00,2000-04-27 00:00:00,1999-08-12 00:00:00
140252.0,1998-06-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
141133.0,1998-06-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
141219.0,1998-06-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
141306.0,1998-06-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
137623.0,1998-07-01 00:00:00,1998-09-16 00:00:00,1998-08-18 00:00:00
137399.0,1998-07-01 00:00:00,1998-10-15 00:00:00,1998-09-17 00:00:00
137265.0,1998-07-01 00:00:00,1999-07-29 00:00:00,1998-10-16 00:00:00
139736.0,1998-07-01 00:00:00,1999-08-11 00:00:00,1999-07-30 00:00:00
139609.0,1998-07-01 00:00:00,1999-09-14 00:00:00,1999-08-12 00:00:00
139661.0,1998-07-01 00:00:00,2000-04-27 00:00:00,1999-09-15 00:00:00
138889.0,1998-07-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
139762.0,1998-07-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
139847.0,1998-07-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
139933.0,1998-07-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
137419.0,1998-08-01 00:00:00,1998-10-15 00:00:00,1998-09-17 00:00:00
137070.0,1998-08-01 00:00:00,1998-11-12 00:00:00,1998-10-16 00:00:00
137100.0,1998-08-01 00:00:00,1999-02-18 00:00:00,1998-11-13 00:00:00
137184.0,1998-08-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
139700.0,1998-08-01 00:00:00,1999-09-14 00:00:00,1999-07-30 00:00:00
139619.0,1998-08-01 00:00:00,1999-10-13 00:00:00,1999-09-15 00:00:00
139509.0,1998-08-01 00:00:00,2000-04-27 00:00:00,1999-10-14 00:00:00
138552.0,1998-08-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
139497.0,1998-08-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
139583.0,1998-08-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
137491.0,1998-09-01 00:00:00,1998-11-12 00:00:00,1998-10-16 00:00:00
137458.0,1998-09-01 00:00:00,1998-12-10 00:00:00,1998-11-13 00:00:00
137617.0,1998-09-01 00:00:00,1999-07-29 00:00:00,1998-12-11 00:00:00
140149.0,1998-09-01 00:00:00,1999-10-13 00:00:00,1999-07-30 00:00:00
140196.0,1998-09-01 00:00:00,1999-11-11 00:00:00,1999-10-14 00:00:00
140284.0,1998-09-01 00:00:00,2000-04-27 00:00:00,1999-11-12 00:00:00
139862.0,1998-09-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
140960.0,1998-09-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
141046.0,1998-09-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
138503.0,1998-10-01 00:00:00,1998-12-10 00:00:00,1998-11-17 00:00:00
138963.0,1998-10-01 00:00:00,1999-01-13 00:00:00,1998-12-11 00:00:00
138954.0,1998-10-01 00:00:00,1999-02-18 00:00:00,1999-01-14 00:00:00
139039.0,1998-10-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
141781.0,1998-10-01 00:00:00,1999-11-11 00:00:00,1999-07-30 00:00:00
142034.0,1998-10-01 00:00:00,1999-12-13 00:00:00,1999-11-12 00:00:00
142087.0,1998-10-01 00:00:00,2000-04-27 00:00:00,1999-12-14 00:00:00
141563.0,1998-10-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
142618.0,1998-10-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
139592.0,1998-11-01 00:00:00,1999-01-13 00:00:00,1998-12-15 00:00:00
139590.0,1998-11-01 00:00:00,1999-02-10 00:00:00,1999-01-14 00:00:00
139661.0,1998-11-01 00:00:00,1999-02-18 00:00:00,1999-02-11 00:00:00
139746.0,1998-11-01 00:00:00,1999-07-29 00:00:00,1999-02-19 00:00:00
142816.0,1998-11-01 00:00:00,1999-12-13 00:00:00,1999-07-30 00:00:00
142661.0,1998-11-01 00:00:00,2000-01-13 00:00:00,1999-12-14 00:00:00
142790.0,1998-11-01 00:00:00,2000-04-27 00:00:00,2000-01-14 00:00:00
142228.0,1998-11-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
143271.0,1998-11-01 00:00:00,2001-06-15 00:00:00,2000-05-26 00:00:00
143358.0,1998-11-01 00:00:00,2001-06-15 00:00:00,2002-04-16 00:00:00
140639.0,1998-12-01 00:00:00,1999-02-10 00:00:00,1999-01-14 00:00:00
140830.0,1998-12-01 00:00:00,1999-02-18 00:00:00,1999-02-11 00:00:00
140915.0,1998-12-01 00:00:00,1999-03-10 00:00:00,1999-02-19 00:00:00
141117.0,1998-12-01 00:00:00,1999-07-29 00:00:00,1999-03-11 00:00:00
144030.0,1998-12-01 00:00:00,2000-01-13 00:00:00,1999-07-30 00:00:00
143923.0,1998-12-01 00:00:00,2000-02-10 00:00:00,2000-01-14 00:00:00
143836.0,1998-12-01 00:00:00,2000-04-27 00:00:00,2000-02-11 00:00:00
143114.0,1998-12-01 00:00:00,2000-05-25 00:00:00,2000-04-28 00:00:00
144231.0,1998-12-01 00:00:00,2001-02-20 00:00:00,2000-05-26 00:00:00
144143.0,1998-12-01 00:00:00,2001-06-15 00:00:00,2001-02-21 00:00:00
141077.0,1999-01-01 00:00:00,1999-03-10 00:00:00,1999-02-19 00:00:00
142374.0,1999-01-01 00:00:00,1999-04-12 00:00:00,1999-03-11 00:00:00
142770.0,1999-01-01 00:00:00,1999-07-29 00:00:00,1999-04-13 00:00:00
145562.0,1999-01-01 00:00:00,2000-02-10 00:00:00,1999-07-30 00:00:00
145402.0,1999-01-01 00:00:00,2000-02-17 00:00:00,2000-02-11 00:00:00
145313.0,1999-01-01 00:00:00,2000-03-13 00:00:00,2000-02-18 00:00:00
145166.0,1999-01-01 00:00:00,2000-04-27 00:00:00,2000-03-14 00:00:00
