date,realtime_end,realtime_start,BP
2000-09-01 00:00:00,2000-10-25 00:00:00,2000-10-18 00:00:00,1506.0
2000-09-01 00:00:00,2001-05-15 00:00:00,2000-10-26 00:00:00,1518.0
2000-09-01 00:00:00,2002-05-15 00:00:00,2001-05-16 00:00:00,1549.0
2000-09-01 00:00:00,2018-06-30 00:00:00,2002-05-16 00:00:00,1570.0
2000-10-01 00:00:00,2000-11-27 00:00:00,2000-11-17 00:00:00,1537.0
2000-10-01 00:00:00,2001-05-15 00:00:00,2000-11-28 00:00:00,1546.0
2000-10-01 00:00:00,2002-05-15 00:00:00,2001-05-16 00:00:00,1562.0
2000-10-01 00:00:00,2018-06-30 00:00:00,2002-05-16 00:00:00,1577.0
2000-11-01 00:00:00,2000-12-26 00:00:00,2000-12-20 00:00:00,1586.0
2000-11-01 00:00:00,2001-05-15 00:00:00,2000-12-27 00:00:00,1598.0
2000-11-01 00:00:00,2018-06-30 00:00:00,2001-05-16 00:00:00,1614.0
2000-12-01 00:00:00,2001-01-25 00:00:00,2001-01-18 00:00:00,1493.0
2000-12-01 00:00:00,2001-05-15 00:00:00,2001-01-26 00:00:00,1507.0
2000-12-01 00:00:00,2002-05-15 00:00:00,2001-05-16 00:00:00,1553.0
2000-12-01 00:00:00,2018-06-30 00:00:00,2002-05-16 00:00:00,1543.0
2001-01-01 00:00:00,2001-02-26 00:00:00,2001-02-16 00:00:00,1697.0
2001-01-01 00:00:00,2002-05-15 00:00:00,2001-02-27 00:00:00,1724.0
2001-01-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1709.0
2001-01-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1699.0
2001-02-01 00:00:00,2001-03-25 00:00:00,2001-03-16 00:00:00,1670.0
2001-02-01 00:00:00,2001-05-15 00:00:00,2001-03-26 00:00:00,1675.0
2001-02-01 00:00:00,2002-05-15 00:00:00,2001-05-16 00:00:00,1663.0
2001-02-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1668.0
2001-02-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1656.0
2001-03-01 00:00:00,2001-04-26 00:00:00,2001-04-17 00:00:00,1615.0
2001-03-01 00:00:00,2001-05-15 00:00:00,2001-04-27 00:00:00,1630.0
2001-03-01 00:00:00,2002-05-15 00:00:00,2001-05-16 00:00:00,1627.0
2001-03-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1650.0
2001-03-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1659.0
2001-04-01 00:00:00,2002-05-15 00:00:00,2001-05-16 00:00:00,1587.0
2001-04-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1649.0
2001-04-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1666.0
2001-05-01 00:00:00,2002-05-15 00:00:00,2001-06-19 00:00:00,1621.0
2001-05-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1663.0
2001-05-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1665.0
2001-06-01 00:00:00,2001-07-25 00:00:00,2001-07-18 00:00:00,1568.0
2001-06-01 00:00:00,2002-05-15 00:00:00,2001-07-26 00:00:00,1587.0
2001-06-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1618.0
2001-06-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1626.0
2001-07-01 00:00:00,2001-08-23 00:00:00,2001-08-16 00:00:00,1558.0
2001-07-01 00:00:00,2002-05-15 00:00:00,2001-08-24 00:00:00,1571.0
2001-07-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1602.0
2001-07-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1598.0
2001-08-01 00:00:00,2001-09-27 00:00:00,2001-09-20 00:00:00,1560.0
2001-08-01 00:00:00,2002-05-15 00:00:00,2001-09-28 00:00:00,1571.0
2001-08-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1606.0
2001-08-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1615.0
2001-09-01 00:00:00,2001-10-24 00:00:00,2001-10-17 00:00:00,1524.0
2001-09-01 00:00:00,2002-05-15 00:00:00,2001-10-25 00:00:00,1528.0
2001-09-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1570.0
2001-09-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1565.0
2001-10-01 00:00:00,2001-11-27 00:00:00,2001-11-19 00:00:00,1473.0
2001-10-01 00:00:00,2002-05-15 00:00:00,2001-11-28 00:00:00,1485.0
2001-10-01 00:00:00,2018-06-30 00:00:00,2002-05-16 00:00:00,1566.0
2001-11-01 00:00:00,2001-12-26 00:00:00,2001-12-18 00:00:00,1564.0
2001-11-01 00:00:00,2002-05-15 00:00:00,2001-12-27 00:00:00,1595.0
2001-11-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1659.0
2001-11-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1651.0
2001-12-01 00:00:00,2002-01-27 00:00:00,2002-01-17 00:00:00,1653.0
2001-12-01 00:00:00,2002-05-15 00:00:00,2002-01-28 00:00:00,1654.0
2001-12-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1702.0
2001-12-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1680.0
2002-01-01 00:00:00,2002-02-26 00:00:00,2002-02-19 00:00:00,1706.0
2002-01-01 00:00:00,2002-05-15 00:00:00,2002-02-27 00:00:00,1721.0
2002-01-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1686.0
2002-01-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1679.0
2002-01-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1665.0
2002-02-01 00:00:00,2002-03-27 00:00:00,2002-03-20 00:00:00,1752.0
2002-02-01 00:00:00,2002-05-15 00:00:00,2002-03-28 00:00:00,1774.0
2002-02-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1766.0
2002-02-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1773.0
2002-02-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1787.0
2002-03-01 00:00:00,2002-04-23 00:00:00,2002-04-16 00:00:00,1599.0
2002-03-01 00:00:00,2002-05-15 00:00:00,2002-04-24 00:00:00,1630.0
2002-03-01 00:00:00,2003-05-15 00:00:00,2002-05-16 00:00:00,1629.0
2002-03-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1681.0
2002-03-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1691.0
2002-04-01 00:00:00,2002-05-23 00:00:00,2002-05-16 00:00:00,1634.0
2002-04-01 00:00:00,2003-05-15 00:00:00,2002-05-24 00:00:00,1631.0
2002-04-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1662.0
2002-04-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1669.0
2002-05-01 00:00:00,2002-06-25 00:00:00,2002-06-18 00:00:00,1674.0
2002-05-01 00:00:00,2003-05-15 00:00:00,2002-06-26 00:00:00,1676.0
2002-05-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1721.0
2002-05-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1716.0
2002-06-01 00:00:00,2002-08-01 00:00:00,2002-07-17 00:00:00,1700.0
2002-06-01 00:00:00,2003-05-15 00:00:00,2002-08-02 00:00:00,1706.0
2002-06-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1746.0
2002-06-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1758.0
2002-07-01 00:00:00,2002-08-25 00:00:00,2002-08-16 00:00:00,1698.0
2002-07-01 00:00:00,2003-05-15 00:00:00,2002-08-26 00:00:00,1712.0
2002-07-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1742.0
2002-07-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1738.0
2002-08-01 00:00:00,2002-09-29 00:00:00,2002-09-19 00:00:00,1669.0
2002-08-01 00:00:00,2003-05-15 00:00:00,2002-09-30 00:00:00,1666.0
2002-08-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1704.0
2002-08-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1695.0
2002-09-01 00:00:00,2002-10-24 00:00:00,2002-10-17 00:00:00,1727.0
2002-09-01 00:00:00,2003-05-15 00:00:00,2002-10-25 00:00:00,1733.0
2002-09-01 00:00:00,2018-06-30 00:00:00,2003-05-16 00:00:00,1803.0
2002-10-01 00:00:00,2002-11-26 00:00:00,2002-11-20 00:00:00,1763.0
2002-10-01 00:00:00,2003-05-15 00:00:00,2002-11-27 00:00:00,1772.0
2002-10-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1813.0
2002-10-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1799.0
2002-11-01 00:00:00,2002-12-25 00:00:00,2002-12-17 00:00:00,1725.0
2002-11-01 00:00:00,2003-05-15 00:00:00,2002-12-26 00:00:00,1738.0
2002-11-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1764.0
2002-11-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1771.0
2002-12-01 00:00:00,2003-01-27 00:00:00,2003-01-21 00:00:00,1880.0
2002-12-01 00:00:00,2003-05-15 00:00:00,2003-01-28 00:00:00,1887.0
2002-12-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1907.0
2002-12-01 00:00:00,2018-06-30 00:00:00,2004-05-18 00:00:00,1896.0
2003-01-01 00:00:00,2003-02-26 00:00:00,2003-02-19 00:00:00,1781.0
2003-01-01 00:00:00,2003-05-15 00:00:00,2003-02-27 00:00:00,1779.0
2003-01-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1777.0
2003-01-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1816.0
2003-01-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1808.0
2003-02-01 00:00:00,2003-03-25 00:00:00,2003-03-18 00:00:00,1786.0
2003-02-01 00:00:00,2003-05-15 00:00:00,2003-03-26 00:00:00,1811.0
2003-02-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1786.0
2003-02-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1866.0
2003-02-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1854.0
2003-03-01 00:00:00,2003-04-23 00:00:00,2003-04-16 00:00:00,1685.0
2003-03-01 00:00:00,2003-05-15 00:00:00,2003-04-24 00:00:00,1692.0
2003-03-01 00:00:00,2004-05-17 00:00:00,2003-05-16 00:00:00,1688.0
2003-03-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1754.0
2003-03-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1757.0
2003-04-01 00:00:00,2003-05-26 00:00:00,2003-05-16 00:00:00,1708.0
2003-04-01 00:00:00,2004-05-17 00:00:00,2003-05-27 00:00:00,1724.0
2003-04-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1798.0
2003-04-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1803.0
2003-05-01 00:00:00,2003-06-24 00:00:00,2003-06-17 00:00:00,1788.0
2003-05-01 00:00:00,2004-05-17 00:00:00,2003-06-25 00:00:00,1803.0
2003-05-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1846.0
2003-05-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1835.0
2003-06-01 00:00:00,2003-07-24 00:00:00,2003-07-17 00:00:00,1817.0
2003-06-01 00:00:00,2004-05-17 00:00:00,2003-07-25 00:00:00,1823.0
2003-06-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1871.0
2003-06-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1875.0
2003-07-01 00:00:00,2003-08-25 00:00:00,2003-08-19 00:00:00,1780.0
2003-07-01 00:00:00,2004-05-17 00:00:00,2003-08-26 00:00:00,1800.0
2003-07-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1892.0
2003-07-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1885.0
2003-08-01 00:00:00,2003-09-24 00:00:00,2003-09-17 00:00:00,1886.0
2003-08-01 00:00:00,2004-05-17 00:00:00,2003-09-25 00:00:00,1901.0
2003-08-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1964.0
2003-08-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1966.0
2003-09-01 00:00:00,2003-10-26 00:00:00,2003-10-17 00:00:00,1860.0
2003-09-01 00:00:00,2004-05-17 00:00:00,2003-10-27 00:00:00,1875.0
2003-09-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1943.0
2003-09-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1961.0
2003-10-01 00:00:00,2003-11-25 00:00:00,2003-11-19 00:00:00,1973.0
2003-10-01 00:00:00,2004-05-17 00:00:00,2003-11-26 00:00:00,1981.0
2003-10-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,2015.0
2003-10-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,2012.0
2003-11-01 00:00:00,2003-12-23 00:00:00,2003-12-16 00:00:00,1874.0
2003-11-01 00:00:00,2004-05-17 00:00:00,2003-12-24 00:00:00,1863.0
2003-11-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1920.0
2003-11-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1918.0
2003-12-01 00:00:00,2004-01-27 00:00:00,2004-01-21 00:00:00,1924.0
2003-12-01 00:00:00,2004-05-17 00:00:00,2004-01-28 00:00:00,1953.0
2003-12-01 00:00:00,2005-05-16 00:00:00,2004-05-18 00:00:00,1979.0
2003-12-01 00:00:00,2018-06-30 00:00:00,2005-05-17 00:00:00,1987.0
2004-01-01 00:00:00,2004-02-26 00:00:00,2004-02-18 00:00:00,1899.0
2004-01-01 00:00:00,2004-03-15 00:00:00,2004-02-27 00:00:00,1920.0
2004-01-01 00:00:00,2004-05-17 00:00:00,2004-03-16 00:00:00,1932.0
2004-01-01 00:00:00,2005-02-15 00:00:00,2004-05-18 00:00:00,1913.0
2004-01-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,1971.0
2004-01-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,1963.0
2004-01-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,1954.0
2004-01-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,1952.0
2004-02-01 00:00:00,2004-03-23 00:00:00,2004-03-16 00:00:00,1903.0
2004-02-01 00:00:00,2004-05-17 00:00:00,2004-03-24 00:00:00,1909.0
2004-02-01 00:00:00,2005-02-15 00:00:00,2004-05-18 00:00:00,1913.0
2004-02-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,1956.0
2004-02-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,1984.0
2004-02-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,1967.0
2004-02-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,1966.0
2004-03-01 00:00:00,2004-04-25 00:00:00,2004-04-16 00:00:00,1946.0
2004-03-01 00:00:00,2004-05-17 00:00:00,2004-04-26 00:00:00,1976.0
2004-03-01 00:00:00,2005-02-15 00:00:00,2004-05-18 00:00:00,1975.0
2004-03-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2019.0
2004-03-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2064.0
2004-03-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2074.0
2004-03-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2066.0
2004-04-01 00:00:00,2004-05-25 00:00:00,2004-05-18 00:00:00,1999.0
2004-04-01 00:00:00,2005-02-15 00:00:00,2004-05-26 00:00:00,2006.0
2004-04-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2043.0
2004-04-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2069.0
2004-04-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2063.0
2004-04-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2070.0
2004-05-01 00:00:00,2004-06-23 00:00:00,2004-06-16 00:00:00,2077.0
2004-05-01 00:00:00,2005-02-15 00:00:00,2004-06-24 00:00:00,2097.0
2004-05-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2111.0
2004-05-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2129.0
2004-05-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2144.0
2004-05-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2150.0
2004-06-01 00:00:00,2004-07-26 00:00:00,2004-07-20 00:00:00,1924.0
2004-06-01 00:00:00,2005-02-15 00:00:00,2004-07-27 00:00:00,1945.0
2004-06-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,1981.0
2004-06-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2014.0
2004-06-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2016.0
2004-06-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2020.0
2004-07-01 00:00:00,2004-08-24 00:00:00,2004-08-17 00:00:00,2055.0
2004-07-01 00:00:00,2005-02-15 00:00:00,2004-08-25 00:00:00,2066.0
2004-07-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2097.0
2004-07-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2114.0
2004-07-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2110.0
2004-07-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2112.0
2004-08-01 00:00:00,2004-09-26 00:00:00,2004-09-21 00:00:00,1952.0
2004-08-01 00:00:00,2005-02-15 00:00:00,2004-09-27 00:00:00,1969.0
2004-08-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2017.0
2004-08-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2058.0
2004-08-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2053.0
2004-08-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2056.0
2004-09-01 00:00:00,2004-10-26 00:00:00,2004-10-19 00:00:00,2005.0
2004-09-01 00:00:00,2005-02-15 00:00:00,2004-10-27 00:00:00,1998.0
2004-09-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2024.0
2004-09-01 00:00:00,2006-05-23 00:00:00,2005-05-17 00:00:00,2039.0
2004-09-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2041.0
2004-10-01 00:00:00,2004-11-23 00:00:00,2004-11-17 00:00:00,1984.0
2004-10-01 00:00:00,2005-02-15 00:00:00,2004-11-24 00:00:00,2018.0
2004-10-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2056.0
2004-10-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2093.0
2004-10-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2100.0
2004-10-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2097.0
2004-11-01 00:00:00,2004-12-22 00:00:00,2004-12-16 00:00:00,1988.0
2004-11-01 00:00:00,2005-02-15 00:00:00,2004-12-23 00:00:00,2028.0
2004-11-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2072.0
2004-11-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2093.0
2004-11-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2081.0
2004-11-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2079.0
2004-12-01 00:00:00,2005-01-27 00:00:00,2005-01-19 00:00:00,2021.0
2004-12-01 00:00:00,2005-02-15 00:00:00,2005-01-28 00:00:00,2032.0
2004-12-01 00:00:00,2005-05-16 00:00:00,2005-02-16 00:00:00,2069.0
2004-12-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2081.0
2004-12-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2087.0
2004-12-01 00:00:00,2018-06-30 00:00:00,2006-05-24 00:00:00,2082.0
2005-01-01 00:00:00,2005-02-24 00:00:00,2005-02-16 00:00:00,2105.0
2005-01-01 00:00:00,2005-05-16 00:00:00,2005-02-25 00:00:00,2132.0
2005-01-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2136.0
2005-01-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2141.0
2005-01-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2144.0
2005-01-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2139.0
2005-02-01 00:00:00,2005-03-23 00:00:00,2005-03-16 00:00:00,2074.0
2005-02-01 00:00:00,2005-05-16 00:00:00,2005-03-24 00:00:00,2107.0
2005-02-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2093.0
2005-02-01 00:00:00,2007-05-15 00:00:00,2006-05-16 00:00:00,2121.0
2005-02-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2114.0
2005-03-01 00:00:00,2005-04-25 00:00:00,2005-04-19 00:00:00,2023.0
2005-03-01 00:00:00,2005-05-16 00:00:00,2005-04-26 00:00:00,2025.0
2005-03-01 00:00:00,2006-05-15 00:00:00,2005-05-17 00:00:00,2021.0
2005-03-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2083.0
2005-03-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2084.0
2005-03-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2062.0
2005-04-01 00:00:00,2005-05-24 00:00:00,2005-05-17 00:00:00,2129.0
2005-04-01 00:00:00,2006-05-15 00:00:00,2005-05-25 00:00:00,2148.0
2005-04-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2156.0
2005-04-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2177.0
2005-04-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2150.0
2005-05-01 00:00:00,2005-06-23 00:00:00,2005-06-16 00:00:00,2050.0
2005-05-01 00:00:00,2006-05-15 00:00:00,2005-06-24 00:00:00,2062.0
2005-05-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2092.0
2005-05-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2111.0
2005-05-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2085.0
2005-06-01 00:00:00,2005-07-26 00:00:00,2005-07-19 00:00:00,2111.0
2005-06-01 00:00:00,2006-05-15 00:00:00,2005-07-27 00:00:00,2132.0
2005-06-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2169.0
2005-06-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2188.0
2005-06-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2178.0
2005-07-01 00:00:00,2005-08-23 00:00:00,2005-08-16 00:00:00,2167.0
2005-07-01 00:00:00,2006-05-15 00:00:00,2005-08-24 00:00:00,2171.0
2005-07-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2186.0
2005-07-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2206.0
2005-07-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2203.0
2005-08-01 00:00:00,2005-09-26 00:00:00,2005-09-20 00:00:00,2124.0
2005-08-01 00:00:00,2006-05-15 00:00:00,2005-09-27 00:00:00,2138.0
2005-08-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2185.0
2005-08-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2205.0
2005-08-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2219.0
2005-09-01 00:00:00,2005-10-26 00:00:00,2005-10-19 00:00:00,2189.0
2005-09-01 00:00:00,2006-05-15 00:00:00,2005-10-27 00:00:00,2219.0
2005-09-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2221.0
2005-09-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2240.0
2005-09-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2263.0
2005-10-01 00:00:00,2005-11-27 00:00:00,2005-11-17 00:00:00,2071.0
2005-10-01 00:00:00,2006-05-15 00:00:00,2005-11-28 00:00:00,2103.0
2005-10-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2111.0
2005-10-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2131.0
2005-10-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2170.0
2005-11-01 00:00:00,2005-12-22 00:00:00,2005-12-20 00:00:00,2155.0
2005-11-01 00:00:00,2006-05-15 00:00:00,2005-12-23 00:00:00,2163.0
2005-11-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2170.0
2005-11-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2191.0
2005-11-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2218.0
2005-12-01 00:00:00,2006-01-26 00:00:00,2006-01-19 00:00:00,2068.0
2005-12-01 00:00:00,2006-05-15 00:00:00,2006-01-27 00:00:00,2075.0
2005-12-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2094.0
2005-12-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2107.0
2005-12-01 00:00:00,2018-06-30 00:00:00,2007-05-16 00:00:00,2120.0
2006-01-01 00:00:00,2006-02-26 00:00:00,2006-02-16 00:00:00,2217.0
2006-01-01 00:00:00,2006-05-15 00:00:00,2006-02-27 00:00:00,2216.0
2006-01-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2198.0
2006-01-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2195.0
2006-01-01 00:00:00,2008-05-15 00:00:00,2007-05-16 00:00:00,2224.0
2006-01-01 00:00:00,2018-06-30 00:00:00,2008-05-16 00:00:00,2212.0
2006-02-01 00:00:00,2006-03-23 00:00:00,2006-03-16 00:00:00,2145.0
2006-02-01 00:00:00,2006-05-15 00:00:00,2006-03-24 00:00:00,2179.0
2006-02-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2156.0
2006-02-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2147.0
2006-02-01 00:00:00,2008-05-15 00:00:00,2007-05-16 00:00:00,2129.0
2006-02-01 00:00:00,2018-06-30 00:00:00,2008-05-16 00:00:00,2141.0
2006-03-01 00:00:00,2006-04-25 00:00:00,2006-04-18 00:00:00,2059.0
2006-03-01 00:00:00,2006-05-15 00:00:00,2006-04-26 00:00:00,2094.0
2006-03-01 00:00:00,2006-05-23 00:00:00,2006-05-16 00:00:00,2097.0
2006-03-01 00:00:00,2007-05-15 00:00:00,2006-05-24 00:00:00,2085.0
2006-03-01 00:00:00,2008-05-15 00:00:00,2007-05-16 00:00:00,2097.0
