date,realtime_end,realtime_start,RDPI
1988-04-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4289.6
1988-04-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4282.6
1988-04-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4729.2
1988-04-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4746.8
1988-04-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-04-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5048.9
1988-04-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-04-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5602.2
1988-04-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5599.6
1988-04-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6041.7
1988-04-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6041.6
1988-05-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3389.4
1988-05-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4300.4
1988-05-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4314.4
1988-05-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4307.3
1988-05-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4738.7
1988-05-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4756.3
1988-05-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-05-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5059.1
1988-05-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-05-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5610.9
1988-05-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5608.3
1988-05-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6050.5
1988-05-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6050.4
1988-06-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3402.3
1988-06-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4319.9
1988-06-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4333.9
1988-06-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4326.8
1988-06-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4755.9
1988-06-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4773.6
1988-06-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-06-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5076.1
1988-06-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-06-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5630.0
1988-06-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5627.5
1988-06-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6073.8
1988-06-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6073.7
1988-07-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3405.5
1988-07-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4328.9
1988-07-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4342.8
1988-07-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4335.8
1988-07-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4774.9
1988-07-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4792.8
1988-07-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-07-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5098.1
1988-07-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-07-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5649.1
1988-07-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5646.5
1988-07-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6098.5
1988-07-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6098.4
1988-08-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3409.2
1988-08-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4330.5
1988-08-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4344.4
1988-08-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4337.5
1988-08-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4784.3
1988-08-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4802.4
1988-08-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-08-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5103.5
1988-08-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-08-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5658.5
1988-08-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5655.9
1988-08-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6116.8
1988-08-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6116.7
1988-09-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3407.8
1988-09-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4330.3
1988-09-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4344.3
1988-09-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4337.4
1988-09-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4792.0
1988-09-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4810.3
1988-09-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-09-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5108.3
1988-09-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-09-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5665.0
1988-09-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5662.4
1988-09-01 00:00:00,2018-06-30 00:00:00,2013-08-02 00:00:00,6125.6
1988-10-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3451.9
1988-10-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4345.5
1988-10-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4359.8
1988-10-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4353.1
1988-10-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4814.7
1988-10-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4833.4
1988-10-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-10-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5132.3
1988-10-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-10-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5693.3
1988-10-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5690.7
1988-10-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6159.6
1988-10-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6159.5
1988-11-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3428.9
1988-11-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4346.5
1988-11-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4360.8
1988-11-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4354.3
1988-11-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4823.4
1988-11-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4842.5
1988-11-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-11-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5138.5
1988-11-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-11-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5697.5
1988-11-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5695.0
1988-11-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6162.1
1988-11-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6162.0
1988-12-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3448.7
1988-12-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4370.7
1988-12-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4384.9
1988-12-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4378.5
1988-12-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4859.2
1988-12-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4878.5
1988-12-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1988-12-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5176.7
1988-12-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1988-12-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5734.6
1988-12-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5732.0
1988-12-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6196.5
1988-12-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6196.4
1989-01-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3449.2
1989-01-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4381.3
1989-01-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4394.7
1989-01-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4388.6
1989-01-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4872.6
1989-01-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4892.3
1989-01-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-01-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5207.1
1989-01-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-01-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5763.6
1989-01-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5761.0
1989-01-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6224.9
1989-01-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6224.8
1989-02-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3480.6
1989-02-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4407.0
1989-02-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4420.1
1989-02-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4414.6
1989-02-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4878.6
1989-02-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4898.7
1989-02-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-02-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5211.3
1989-02-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-02-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5767.8
1989-02-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5765.1
1989-02-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6244.8
1989-02-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6244.7
1989-03-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3488.8
1989-03-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4421.5
1989-03-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4434.6
1989-03-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4429.5
1989-03-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4899.1
1989-03-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4919.5
1989-03-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-03-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5230.2
1989-03-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-03-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5788.7
1989-03-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5786.0
1989-03-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6276.7
1989-03-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6276.6
1989-04-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3445.1
1989-04-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4372.6
1989-04-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4385.8
1989-04-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4381.0
1989-04-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4877.1
1989-04-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4897.8
1989-04-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-04-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5208.4
1989-04-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-04-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5759.1
1989-04-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5756.5
1989-04-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6244.1
1989-04-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6244.0
1989-05-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3449.9
1989-05-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4379.1
1989-05-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4392.4
1989-05-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4387.7
1989-05-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4858.8
1989-05-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4879.8
1989-05-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-05-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5186.2
1989-05-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-05-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5735.1
1989-05-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5732.5
1989-05-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6215.2
1989-05-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6215.1
1989-06-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3455.2
1989-06-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4402.2
1989-06-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4415.5
1989-06-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4410.9
1989-06-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4874.4
1989-06-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4895.6
1989-06-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-06-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5202.7
1989-06-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-06-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5755.0
1989-06-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5752.3
1989-06-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6232.3
1989-06-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6232.2
1989-07-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3459.1
1989-07-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4404.7
1989-07-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4418.0
1989-07-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4413.3
1989-07-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4877.5
1989-07-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4899.1
1989-07-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-07-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5217.0
1989-07-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-07-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5772.0
1989-07-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5769.3
1989-07-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6257.0
1989-07-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6256.9
1989-08-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3458.5
1989-08-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4408.0
1989-08-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4421.3
1989-08-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4416.5
1989-08-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4885.2
1989-08-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4907.3
1989-08-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-08-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5226.7
1989-08-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-08-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5786.7
1989-08-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5784.1
1989-08-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6272.7
1989-08-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6272.6
1989-09-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3449.7
1989-09-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4399.4
1989-09-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4412.6
1989-09-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4407.6
1989-09-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4879.2
1989-09-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4901.6
1989-09-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-09-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5231.0
1989-09-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-09-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5802.1
1989-09-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5799.5
1989-09-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6289.1
1989-09-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6289.0
1989-10-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3466.4
1989-10-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4405.1
1989-10-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4418.0
1989-10-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4412.8
1989-10-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4885.2
1989-10-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4907.7
1989-10-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-10-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5240.5
1989-10-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-10-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5826.1
1989-10-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5823.4
1989-10-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6318.2
1989-10-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6318.1
1989-11-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3484.5
1989-11-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4429.0
1989-11-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4441.9
1989-11-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4436.3
1989-11-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4913.8
1989-11-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4936.9
1989-11-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-11-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5268.1
1989-11-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-11-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5833.2
1989-11-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5830.6
1989-11-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6325.2
1989-11-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6325.1
1989-12-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3491.7
1989-12-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4433.7
1989-12-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4446.8
1989-12-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4440.9
1989-12-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4917.9
1989-12-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4941.7
1989-12-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1989-12-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5271.1
1989-12-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1989-12-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5834.7
1989-12-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5832.0
1989-12-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6326.8
1989-12-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6326.7
1990-01-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3513.3
1990-01-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4465.3
1990-01-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4479.0
1990-01-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4472.8
1990-01-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4963.4
1990-01-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,4988.3
1990-01-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1990-01-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5297.1
1990-01-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1990-01-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5863.6
1990-01-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5861.0
1990-01-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6366.3
1990-01-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6366.2
1990-02-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3527.2
1990-02-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4479.8
1990-02-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4493.7
1990-02-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4487.3
1990-02-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4982.8
1990-02-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,5008.3
1990-02-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1990-02-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5313.2
1990-02-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1990-02-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5880.8
1990-02-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5878.1
1990-02-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6382.1
1990-02-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6382.0
1990-03-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3536.3
1990-03-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4481.4
1990-03-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4495.3
1990-03-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4488.6
1990-03-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,4982.6
1990-03-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,5008.0
1990-03-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1990-03-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5313.1
1990-03-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1990-03-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5880.9
1990-03-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5878.2
1990-03-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6381.1
1990-03-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6381.0
1990-04-01 00:00:00,1996-01-22 00:00:00,1995-01-01 00:00:00,3539.4
1990-04-01 00:00:00,1997-05-06 00:00:00,1996-01-23 00:00:00,4501.5
1990-04-01 00:00:00,1998-08-02 00:00:00,1997-05-07 00:00:00,4515.1
1990-04-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,4507.9
1990-04-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,5006.8
1990-04-01 00:00:00,2003-12-22 00:00:00,2000-04-12 00:00:00,5032.0
1990-04-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1990-04-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,5343.1
1990-04-01 00:00:00,2009-08-19 00:00:00,2009-08-04 00:00:00,
1990-04-01 00:00:00,2011-08-01 00:00:00,2009-08-20 00:00:00,5916.9
1990-04-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,5914.2
1990-04-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,6419.3
1990-04-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,6419.2
