date,realtime_end,realtime_start,CPI
1995-02-01 00:00:00,1997-02-18 00:00:00,1996-02-28 00:00:00,150.9
1995-02-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,151.0
1995-02-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,150.9
1995-02-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,151.0
1995-02-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,150.9
1995-03-01 00:00:00,1998-02-23 00:00:00,1995-04-12 00:00:00,151.3
1995-03-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,151.2
1995-03-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,151.3
1995-03-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,151.2
1995-04-01 00:00:00,1996-02-27 00:00:00,1995-05-12 00:00:00,151.9
1995-04-01 00:00:00,2000-02-17 00:00:00,1996-02-28 00:00:00,151.8
1995-04-01 00:00:00,2002-02-19 00:00:00,2000-02-18 00:00:00,151.9
1995-04-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,151.8
1995-05-01 00:00:00,1996-02-27 00:00:00,1995-06-13 00:00:00,152.3
1995-05-01 00:00:00,1997-02-18 00:00:00,1996-02-28 00:00:00,152.2
1995-05-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,152.1
1995-05-01 00:00:00,2002-02-19 00:00:00,1998-02-24 00:00:00,152.2
1995-05-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,152.1
1995-06-01 00:00:00,1996-02-27 00:00:00,1995-07-14 00:00:00,152.5
1995-06-01 00:00:00,1997-02-18 00:00:00,1996-02-28 00:00:00,152.6
1995-06-01 00:00:00,2002-02-19 00:00:00,1997-02-19 00:00:00,152.5
1995-06-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,152.4
1995-07-01 00:00:00,1996-02-27 00:00:00,1995-08-11 00:00:00,152.8
1995-07-01 00:00:00,1997-02-18 00:00:00,1996-02-28 00:00:00,152.7
1995-07-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,152.6
1995-07-01 00:00:00,2002-02-19 00:00:00,1998-02-24 00:00:00,152.7
1995-07-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,152.6
1995-08-01 00:00:00,2002-02-19 00:00:00,1995-09-13 00:00:00,153.0
1995-08-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,152.9
1995-09-01 00:00:00,2002-02-19 00:00:00,1995-10-13 00:00:00,153.2
1995-09-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,153.1
1995-10-01 00:00:00,2002-02-19 00:00:00,1995-11-15 00:00:00,153.7
1995-10-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,153.5
1995-11-01 00:00:00,1996-02-27 00:00:00,1995-12-14 00:00:00,153.7
1995-11-01 00:00:00,1998-02-23 00:00:00,1996-02-28 00:00:00,153.8
1995-11-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,153.9
1995-11-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,153.8
1995-11-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,153.7
1995-12-01 00:00:00,1996-02-27 00:00:00,1996-02-01 00:00:00,154.0
1995-12-01 00:00:00,2002-02-19 00:00:00,1996-02-28 00:00:00,154.1
1995-12-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,153.9
1996-01-01 00:00:00,2001-02-20 00:00:00,1996-02-28 00:00:00,154.7
1996-01-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,154.8
1996-01-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,154.7
1996-02-01 00:00:00,1997-02-18 00:00:00,1996-03-15 00:00:00,155.0
1996-02-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,155.1
1996-02-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,155.0
1996-02-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,155.1
1996-02-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,155.0
1996-03-01 00:00:00,2000-02-17 00:00:00,1996-04-12 00:00:00,155.6
1996-03-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,155.7
1996-03-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,155.6
1996-03-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,155.5
1996-04-01 00:00:00,1997-02-18 00:00:00,1996-05-14 00:00:00,156.2
1996-04-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,156.1
1996-04-01 00:00:00,2002-02-19 00:00:00,1998-02-24 00:00:00,156.2
1996-04-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,156.1
1996-05-01 00:00:00,1997-02-18 00:00:00,1996-06-12 00:00:00,156.7
1996-05-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,156.5
1996-05-01 00:00:00,2001-02-20 00:00:00,1998-02-24 00:00:00,156.6
1996-05-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,156.5
1996-05-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,156.4
1996-06-01 00:00:00,1997-02-18 00:00:00,1996-07-16 00:00:00,156.8
1996-06-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,156.7
1996-06-01 00:00:00,2002-02-19 00:00:00,1998-02-24 00:00:00,156.8
1996-06-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,156.7
1996-07-01 00:00:00,1997-02-18 00:00:00,1996-08-13 00:00:00,157.2
1996-07-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,157.1
1996-07-01 00:00:00,2001-02-20 00:00:00,1998-02-24 00:00:00,157.2
1996-07-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,157.1
1996-07-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,157.0
1996-08-01 00:00:00,1999-02-18 00:00:00,1996-09-13 00:00:00,157.4
1996-08-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,157.3
1996-08-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,157.2
1996-09-01 00:00:00,1997-02-18 00:00:00,1996-10-16 00:00:00,157.8
1996-09-01 00:00:00,1998-02-23 00:00:00,1997-02-19 00:00:00,157.9
1996-09-01 00:00:00,2002-02-19 00:00:00,1998-02-24 00:00:00,157.8
1996-09-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,157.7
1996-10-01 00:00:00,2002-02-19 00:00:00,1996-11-14 00:00:00,158.3
1996-10-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,158.2
1996-11-01 00:00:00,1997-02-18 00:00:00,1996-12-12 00:00:00,158.7
1996-11-01 00:00:00,1999-02-18 00:00:00,1997-02-19 00:00:00,158.8
1996-11-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,158.7
1996-11-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,158.8
1996-11-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,158.7
1996-12-01 00:00:00,1997-02-18 00:00:00,1997-01-14 00:00:00,159.1
1996-12-01 00:00:00,1999-02-18 00:00:00,1997-02-19 00:00:00,159.2
1996-12-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,159.1
1996-12-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,159.2
1996-12-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,159.1
1997-01-01 00:00:00,2001-02-20 00:00:00,1997-02-19 00:00:00,159.4
1997-01-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,159.5
1997-01-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,159.4
1997-02-01 00:00:00,1998-02-23 00:00:00,1997-03-19 00:00:00,159.8
1997-02-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,159.7
1997-02-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,159.8
1997-02-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,159.9
1997-02-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,159.7
1997-03-01 00:00:00,1998-02-23 00:00:00,1997-04-15 00:00:00,159.9
1997-03-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,159.8
1997-03-01 00:00:00,2000-02-17 00:00:00,1999-02-19 00:00:00,159.9
1997-03-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,160.0
1997-03-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,159.9
1997-03-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,159.8
1997-04-01 00:00:00,1999-02-18 00:00:00,1997-05-15 00:00:00,160.0
1997-04-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,160.1
1997-04-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,160.0
1997-04-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,159.9
1997-05-01 00:00:00,2002-02-19 00:00:00,1997-06-17 00:00:00,160.1
1997-05-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,159.9
1997-06-01 00:00:00,1998-02-23 00:00:00,1997-07-16 00:00:00,160.3
1997-06-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,160.4
1997-06-01 00:00:00,2000-02-17 00:00:00,1999-02-19 00:00:00,160.3
1997-06-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,160.4
1997-06-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,160.3
1997-06-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,160.2
1997-07-01 00:00:00,2001-02-20 00:00:00,1997-08-14 00:00:00,160.6
1997-07-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,160.5
1997-07-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,160.4
1997-08-01 00:00:00,2000-02-17 00:00:00,1997-09-16 00:00:00,160.9
1997-08-01 00:00:00,2018-06-30 00:00:00,2000-02-18 00:00:00,160.8
1997-09-01 00:00:00,2002-02-19 00:00:00,1997-10-16 00:00:00,161.3
1997-09-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,161.2
1997-10-01 00:00:00,1999-02-18 00:00:00,1997-11-18 00:00:00,161.6
1997-10-01 00:00:00,2000-02-17 00:00:00,1999-02-19 00:00:00,161.5
1997-10-01 00:00:00,2002-02-19 00:00:00,2000-02-18 00:00:00,161.6
1997-10-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,161.5
1997-11-01 00:00:00,1999-02-18 00:00:00,1997-12-16 00:00:00,161.8
1997-11-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,161.7
1997-11-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,161.8
1997-11-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,161.7
1997-12-01 00:00:00,1999-02-18 00:00:00,1998-01-13 00:00:00,161.9
1997-12-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,161.8
1997-12-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,161.9
1997-12-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,161.8
1998-01-01 00:00:00,1999-02-18 00:00:00,1998-02-24 00:00:00,161.9
1998-01-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,162.0
1998-01-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,162.1
1998-01-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,162.0
1998-02-01 00:00:00,1999-02-18 00:00:00,1998-03-19 00:00:00,162.0
1998-02-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,162.1
1998-02-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,162.2
1998-02-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,162.0
1998-03-01 00:00:00,1999-02-18 00:00:00,1998-04-14 00:00:00,162.0
1998-03-01 00:00:00,2000-02-17 00:00:00,1999-02-19 00:00:00,162.1
1998-03-01 00:00:00,2002-02-19 00:00:00,2000-02-18 00:00:00,162.2
1998-03-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,162.0
1998-04-01 00:00:00,1999-02-18 00:00:00,1998-05-14 00:00:00,162.4
1998-04-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,162.5
1998-04-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,162.4
1998-04-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,162.2
1998-05-01 00:00:00,2000-02-17 00:00:00,1998-06-16 00:00:00,162.9
1998-05-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,162.8
1998-05-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,162.7
1998-05-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,162.6
1998-06-01 00:00:00,2001-02-20 00:00:00,1998-07-14 00:00:00,163.0
1998-06-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,162.9
1998-06-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,162.8
1998-07-01 00:00:00,2001-02-20 00:00:00,1998-08-18 00:00:00,163.3
1998-07-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,163.2
1998-07-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,163.1
1998-07-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,163.2
1998-08-01 00:00:00,1999-02-18 00:00:00,1998-09-17 00:00:00,163.6
1998-08-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,163.5
1998-08-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,163.4
1998-09-01 00:00:00,2001-02-20 00:00:00,1998-10-16 00:00:00,163.6
1998-09-01 00:00:00,2018-06-30 00:00:00,2001-02-21 00:00:00,163.5
1998-10-01 00:00:00,1999-02-18 00:00:00,1998-11-17 00:00:00,164.0
1998-10-01 00:00:00,2018-06-30 00:00:00,1999-02-19 00:00:00,163.9
1998-11-01 00:00:00,1999-02-18 00:00:00,1998-12-15 00:00:00,164.3
1998-11-01 00:00:00,2002-02-19 00:00:00,1999-02-19 00:00:00,164.2
1998-11-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,164.1
1998-12-01 00:00:00,1999-02-18 00:00:00,1999-01-14 00:00:00,164.5
1998-12-01 00:00:00,2001-02-20 00:00:00,1999-02-19 00:00:00,164.4
1998-12-01 00:00:00,2003-02-20 00:00:00,2001-02-21 00:00:00,164.5
1998-12-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,164.4
1999-01-01 00:00:00,2000-02-17 00:00:00,1999-02-19 00:00:00,164.6
1999-01-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,164.7
1999-01-01 00:00:00,2003-02-20 00:00:00,2001-02-21 00:00:00,164.8
1999-01-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,164.7
1999-02-01 00:00:00,2000-02-17 00:00:00,1999-03-18 00:00:00,164.7
1999-02-01 00:00:00,2002-02-19 00:00:00,2000-02-18 00:00:00,164.8
1999-02-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,164.7
1999-02-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,164.6
1999-02-01 00:00:00,2018-06-30 00:00:00,2004-02-20 00:00:00,164.7
1999-03-01 00:00:00,2000-02-17 00:00:00,1999-04-13 00:00:00,165.0
1999-03-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,165.1
1999-03-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,165.0
1999-03-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,164.9
1999-03-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,164.8
1999-04-01 00:00:00,2001-02-20 00:00:00,1999-05-14 00:00:00,166.2
1999-04-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,166.0
1999-04-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,165.9
1999-04-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,165.8
1999-04-01 00:00:00,2018-06-30 00:00:00,2004-02-20 00:00:00,165.9
1999-05-01 00:00:00,2001-02-20 00:00:00,1999-06-16 00:00:00,166.2
1999-05-01 00:00:00,2018-06-30 00:00:00,2001-02-21 00:00:00,166.0
1999-06-01 00:00:00,2001-02-20 00:00:00,1999-07-15 00:00:00,166.2
1999-06-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,166.1
1999-06-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,166.0
1999-06-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,166.1
1999-06-01 00:00:00,2018-06-30 00:00:00,2004-02-20 00:00:00,166.0
1999-07-01 00:00:00,2002-02-19 00:00:00,1999-08-17 00:00:00,166.7
1999-07-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,166.6
1999-07-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,166.7
1999-08-01 00:00:00,2001-02-20 00:00:00,1999-09-15 00:00:00,167.2
1999-08-01 00:00:00,2018-06-30 00:00:00,2001-02-21 00:00:00,167.1
1999-09-01 00:00:00,2000-02-17 00:00:00,1999-10-19 00:00:00,167.9
1999-09-01 00:00:00,2002-02-19 00:00:00,2000-02-18 00:00:00,167.8
1999-09-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,167.7
1999-09-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,167.8
1999-10-01 00:00:00,2000-02-17 00:00:00,1999-11-17 00:00:00,168.2
1999-10-01 00:00:00,2001-02-20 00:00:00,2000-02-18 00:00:00,168.1
1999-10-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,168.2
1999-10-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,168.1
1999-11-01 00:00:00,2001-02-20 00:00:00,1999-12-14 00:00:00,168.4
1999-11-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,168.5
1999-11-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,168.4
1999-12-01 00:00:00,2001-02-20 00:00:00,2000-01-14 00:00:00,168.8
1999-12-01 00:00:00,2003-02-20 00:00:00,2001-02-21 00:00:00,168.9
1999-12-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,168.8
2000-01-01 00:00:00,2000-09-27 00:00:00,2000-02-18 00:00:00,169.1
2000-01-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,169.2
2000-01-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,169.4
2000-01-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,169.3
2000-02-01 00:00:00,2000-09-27 00:00:00,2000-03-17 00:00:00,170.0
2000-02-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,170.1
2000-02-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,170.2
2000-02-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,170.0
2000-02-01 00:00:00,2005-02-17 00:00:00,2003-02-21 00:00:00,169.9
2000-02-01 00:00:00,2018-06-30 00:00:00,2005-02-18 00:00:00,170.0
2000-03-01 00:00:00,2000-09-27 00:00:00,2000-04-14 00:00:00,171.2
2000-03-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,171.3
2000-03-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,171.2
2000-03-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,171.0
2000-04-01 00:00:00,2000-09-27 00:00:00,2000-05-16 00:00:00,171.2
2000-04-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,171.3
2000-04-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,171.1
2000-04-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,171.0
2000-04-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,170.9
2000-05-01 00:00:00,2000-09-27 00:00:00,2000-06-14 00:00:00,171.3
2000-05-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,171.5
2000-05-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,171.3
2000-05-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,171.2
2000-06-01 00:00:00,2000-09-27 00:00:00,2000-07-18 00:00:00,172.3
2000-06-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,172.4
2000-06-01 00:00:00,2003-02-20 00:00:00,2001-02-21 00:00:00,172.2
2000-06-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,172.3
2000-06-01 00:00:00,2018-06-30 00:00:00,2004-02-20 00:00:00,172.2
2000-07-01 00:00:00,2000-09-27 00:00:00,2000-08-16 00:00:00,172.7
2000-07-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,172.8
2000-07-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,172.7
2000-07-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,172.6
2000-07-01 00:00:00,2018-06-30 00:00:00,2003-02-21 00:00:00,172.7
2000-08-01 00:00:00,2000-09-27 00:00:00,2000-09-15 00:00:00,172.6
2000-08-01 00:00:00,2001-02-20 00:00:00,2000-09-28 00:00:00,172.7
2000-08-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,172.8
2000-08-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,172.7
2000-09-01 00:00:00,2018-06-30 00:00:00,2000-10-18 00:00:00,173.6
2000-10-01 00:00:00,2018-06-30 00:00:00,2000-11-16 00:00:00,173.9
2000-11-01 00:00:00,2001-02-20 00:00:00,2000-12-15 00:00:00,174.2
2000-11-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,174.3
2000-11-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,174.2
2000-12-01 00:00:00,2001-02-20 00:00:00,2001-01-17 00:00:00,174.5
2000-12-01 00:00:00,2018-06-30 00:00:00,2001-02-21 00:00:00,174.6
2001-01-01 00:00:00,2002-02-19 00:00:00,2001-02-21 00:00:00,175.7
2001-01-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,175.6
2001-02-01 00:00:00,2002-02-19 00:00:00,2001-03-21 00:00:00,176.2
2001-02-01 00:00:00,2004-02-19 00:00:00,2002-02-20 00:00:00,176.0
2001-02-01 00:00:00,2005-02-17 00:00:00,2004-02-20 00:00:00,175.9
2001-02-01 00:00:00,2018-06-30 00:00:00,2005-02-18 00:00:00,176.0
2001-03-01 00:00:00,2002-02-19 00:00:00,2001-04-17 00:00:00,176.3
2001-03-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,176.1
2001-03-01 00:00:00,2005-02-17 00:00:00,2003-02-21 00:00:00,176.0
2001-03-01 00:00:00,2018-06-30 00:00:00,2005-02-18 00:00:00,176.1
2001-04-01 00:00:00,2002-02-19 00:00:00,2001-05-16 00:00:00,176.8
2001-04-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,176.6
2001-04-01 00:00:00,2005-02-17 00:00:00,2003-02-21 00:00:00,176.5
2001-04-01 00:00:00,2006-02-16 00:00:00,2005-02-18 00:00:00,176.6
2001-04-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,176.4
2001-05-01 00:00:00,2002-02-19 00:00:00,2001-06-15 00:00:00,177.5
2001-05-01 00:00:00,2006-02-16 00:00:00,2002-02-20 00:00:00,177.4
2001-05-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,177.3
2001-06-01 00:00:00,2002-02-19 00:00:00,2001-07-18 00:00:00,177.9
2001-06-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,177.8
2001-06-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,177.9
2001-06-01 00:00:00,2006-02-16 00:00:00,2004-02-20 00:00:00,177.8
2001-06-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,177.7
2001-07-01 00:00:00,2002-02-19 00:00:00,2001-08-16 00:00:00,177.4
2001-07-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,177.3
2001-07-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,177.5
2001-07-01 00:00:00,2018-06-30 00:00:00,2004-02-20 00:00:00,177.4
2001-08-01 00:00:00,2002-02-19 00:00:00,2001-09-18 00:00:00,177.5
2001-08-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,177.4
2001-08-01 00:00:00,2006-02-16 00:00:00,2003-02-21 00:00:00,177.5
2001-08-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,177.4
2001-09-01 00:00:00,2002-02-19 00:00:00,2001-10-19 00:00:00,178.2
2001-09-01 00:00:00,2018-06-30 00:00:00,2002-02-20 00:00:00,178.1
2001-10-01 00:00:00,2005-02-17 00:00:00,2001-11-16 00:00:00,177.6
2001-10-01 00:00:00,2006-02-16 00:00:00,2005-02-18 00:00:00,177.5
2001-10-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,177.6
2001-11-01 00:00:00,2002-02-19 00:00:00,2001-12-14 00:00:00,177.6
2001-11-01 00:00:00,2003-02-20 00:00:00,2002-02-20 00:00:00,177.5
2001-11-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,177.4
2001-11-01 00:00:00,2018-06-30 00:00:00,2004-02-20 00:00:00,177.5
2001-12-01 00:00:00,2004-02-19 00:00:00,2002-01-16 00:00:00,177.3
2001-12-01 00:00:00,2005-02-17 00:00:00,2004-02-20 00:00:00,177.2
2001-12-01 00:00:00,2006-02-16 00:00:00,2005-02-18 00:00:00,177.3
2001-12-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,177.4
2002-01-01 00:00:00,2005-02-17 00:00:00,2002-02-20 00:00:00,177.6
2002-01-01 00:00:00,2018-06-30 00:00:00,2005-02-18 00:00:00,177.7
2002-02-01 00:00:00,2003-02-20 00:00:00,2002-03-21 00:00:00,178.0
2002-02-01 00:00:00,2006-02-16 00:00:00,2003-02-21 00:00:00,177.9
2002-02-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,178.0
2002-03-01 00:00:00,2003-02-20 00:00:00,2002-04-16 00:00:00,178.6
2002-03-01 00:00:00,2005-02-17 00:00:00,2003-02-21 00:00:00,178.5
2002-03-01 00:00:00,2007-02-15 00:00:00,2005-02-18 00:00:00,178.6
2002-03-01 00:00:00,2018-06-30 00:00:00,2007-02-16 00:00:00,178.5
2002-04-01 00:00:00,2003-02-20 00:00:00,2002-05-15 00:00:00,179.5
2002-04-01 00:00:00,2004-02-19 00:00:00,2003-02-21 00:00:00,179.3
2002-04-01 00:00:00,2006-02-16 00:00:00,2004-02-20 00:00:00,179.4
2002-04-01 00:00:00,2018-06-30 00:00:00,2006-02-17 00:00:00,179.3
2002-05-01 00:00:00,2006-02-16 00:00:00,2002-06-18 00:00:00,179.5
2002-05-01 00:00:00,2007-02-15 00:00:00,2006-02-17 00:00:00,179.4
2002-05-01 00:00:00,2018-06-30 00:00:00,2007-02-16 00:00:00,179.5
