date,realtime_end,realtime_start,AWH
1986-07-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,77.2
1986-07-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,77.1
1986-07-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,77.0
1986-08-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,112.5
1986-08-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,77.5
1986-08-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,77.6
1986-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,77.5
1986-08-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,77.4
1986-09-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,112.6
1986-09-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,77.6
1986-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,77.5
1986-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,77.4
1986-10-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,112.6
1986-10-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,77.7
1986-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,77.6
1986-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,77.5
1986-11-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,113.1
1986-11-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,78.1
1986-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,78.0
1986-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,77.9
1986-12-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,113.2
1986-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,78.0
1986-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,77.9
1986-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,77.8
1987-01-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,113.7
1987-01-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,78.4
1987-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,78.3
1987-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,78.2
1987-02-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,114.5
1987-02-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,79.1
1987-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,79.0
1987-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,78.9
1987-03-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,114.5
1987-03-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,78.8
1987-03-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,78.7
1987-03-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,78.6
1987-04-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,114.6
1987-04-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,79.1
1987-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,79.0
1987-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,78.9
1987-05-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,115.4
1987-05-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,79.5
1987-05-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,79.6
1987-05-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,79.5
1987-05-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,79.4
1987-06-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,115.4
1987-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,79.5
1987-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,79.4
1987-06-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,79.3
1987-07-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,115.6
1987-07-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,79.7
1987-07-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,79.8
1987-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,79.7
1987-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,79.6
1987-08-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,116.4
1987-08-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,80.3
1987-08-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,80.4
1987-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,80.3
1987-08-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.2
1987-09-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,116.3
1987-09-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,80.1
1987-09-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,80.2
1987-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,80.1
1987-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.0
1987-10-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,116.8
1987-10-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,80.7
1987-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,80.6
1987-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.5
1987-11-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,117.2
1987-11-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,80.9
1987-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,80.8
1987-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.7
1987-12-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,117.1
1987-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,80.7
1987-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,80.6
1987-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.5
1988-01-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,117.2
1988-01-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,80.7
1988-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,80.6
1988-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.5
1988-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,118.1
1988-02-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,118.0
1988-02-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,81.4
1988-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,81.3
1988-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,81.2
1988-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,117.9
1988-03-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,117.8
1988-03-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,81.1
1988-03-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,81.0
1988-03-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,80.9
1988-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,118.4
1988-04-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,118.2
1988-04-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,81.6
1988-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,81.5
1988-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,81.4
1988-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,118.6
1988-05-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,118.5
1988-05-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,81.7
1988-05-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,81.6
1988-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.1
1988-06-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,118.9
1988-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.1
1988-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.0
1988-06-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,81.9
1988-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.5
1988-07-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,119.4
1988-07-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.5
1988-07-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,82.6
1988-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.5
1988-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.4
1988-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.3
1988-08-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,119.0
1988-08-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.1
1988-08-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,82.2
1988-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.1
1988-08-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,82.0
1988-08-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,81.9
1988-09-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,119.5
1988-09-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.3
1988-09-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,82.4
1988-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.3
1988-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.2
1988-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.5
1988-10-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,120.3
1988-10-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,83.0
1988-10-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,83.1
1988-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.0
1988-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.9
1988-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.4
1988-11-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,120.3
1988-11-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,82.8
1988-11-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,82.7
1988-11-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,82.6
1988-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.9
1988-12-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,120.8
1988-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.4
1988-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.3
1988-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.2
1989-01-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.9
1989-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.7
1989-01-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.1
1989-01-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.9
1989-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.8
1989-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.7
1989-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.3
1989-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.2
1989-02-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.4
1989-02-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.6
1989-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.5
1989-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.4
1989-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.6
1989-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.5
1989-03-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.7
1989-03-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,83.7
1989-03-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,83.8
1989-03-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.7
1989-03-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.6
1989-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.4
1989-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.3
1989-04-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.0
1989-04-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,84.1
1989-04-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,84.0
1989-04-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,83.9
1989-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.6
1989-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.4
1989-05-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.7
1989-05-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.7
1989-05-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,83.6
1989-05-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,83.5
1989-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.6
1989-06-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,121.5
1989-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.8
1989-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.7
1989-06-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.6
1989-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.2
1989-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.1
1989-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.7
1989-07-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.1
1989-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.0
1989-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.9
1989-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.8
1989-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.6
1989-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.7
1989-08-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,84.0
1989-08-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,84.1
1989-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.0
1989-08-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,83.9
1989-08-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,83.8
1989-09-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.8
1989-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.7
1989-09-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.9
1989-09-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.0
1989-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.9
1989-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.8
1989-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.5
1989-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.3
1989-10-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.1
1989-10-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.6
1989-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.5
1989-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.4
1989-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.5
1989-11-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.3
1989-11-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.4
1989-11-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,84.3
1989-11-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,84.4
1989-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.3
1989-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.2
1989-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.2
1989-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.0
1989-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.2
1989-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.2
1989-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.1
1989-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.0
1990-01-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.0
1990-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.8
1990-01-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.9
1990-01-01 00:00:00,2012-02-02 00:00:00,2003-06-06 00:00:00,84.7
1990-01-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,85.0
1990-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.9
1990-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.8
1990-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.2
1990-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,123.1
1990-02-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,123.2
1990-02-01 00:00:00,2012-02-02 00:00:00,2003-06-06 00:00:00,84.7
1990-02-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,84.9
1990-02-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,84.8
1990-02-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,84.7
1990-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.6
1990-03-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,123.5
1990-03-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,85.0
1990-03-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.9
1990-03-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.8
1990-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.5
1990-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,123.4
1990-04-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,123.1
1990-04-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.7
1990-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.6
1990-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.5
1990-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.1
1990-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.9
1990-05-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,123.2
1990-05-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.6
1990-05-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.5
1990-05-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.4
1990-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.5
1990-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,123.3
1990-06-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,123.4
1990-06-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,84.8
1990-06-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.7
1990-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.3
1990-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,123.1
1990-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.8
1990-07-01 00:00:00,2012-02-02 00:00:00,2003-06-06 00:00:00,84.5
1990-07-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,84.3
1990-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.2
1990-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.1
1990-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.0
1990-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.6
1990-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.8
1990-08-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.2
1990-08-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.1
1990-08-01 00:00:00,2018-02-01 00:00:00,2014-02-07 00:00:00,84.0
1990-08-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,84.3
1990-09-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.1
1990-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.9
1990-09-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.7
1990-09-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,84.1
1990-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,84.0
1990-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.9
1990-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.7
1990-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.5
1990-10-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.9
1990-10-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.7
1990-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.6
1990-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.5
1990-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.8
1990-11-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.6
1990-11-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.8
1990-11-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.8
1990-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.7
1990-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.6
1990-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.5
1990-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.3
1990-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.8
1990-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.7
1990-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.6
1990-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.5
1991-01-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,120.7
1991-01-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.8
1991-01-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.3
1991-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.2
1991-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.1
1991-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.5
1991-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.3
1991-02-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.6
1991-02-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.9
1991-02-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,83.0
1991-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.9
1991-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.8
1991-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.0
1991-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119.9
1991-03-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.2
1991-03-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,82.5
1991-03-01 00:00:00,2016-02-04 00:00:00,2014-02-07 00:00:00,82.4
1991-03-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,82.6
1991-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.6
1991-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119.4
1991-04-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,119.7
1991-04-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.3
1991-04-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,82.4
1991-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.3
1991-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.2
1991-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.9
1991-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119.8
1991-05-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.0
1991-05-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,82.2
1991-05-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.1
1991-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.0
1991-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.8
1991-06-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.2
1991-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.5
1991-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.4
1991-06-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.3
1991-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.7
1991-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119.6
