date,realtime_end,realtime_start,IP
1989-09-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,63.5331
1989-09-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,63.8684
1989-09-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,63.576
1989-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.2966
1989-10-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,105.0
1989-10-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.066
1989-10-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,98.171
1989-10-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,76.509
1989-10-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,76.329
1989-10-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,76.138
1989-10-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,76.32
1989-10-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,68.395
1989-10-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,68.3947
1989-10-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,67.7016
1989-10-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,68.7067
1989-10-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,68.7378
1989-10-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,61.1391
1989-10-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.2265
1989-10-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,61.361
1989-10-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,61.3233
1989-10-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,61.3103
1989-10-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,63.4702
1989-10-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,63.8287
1989-10-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,63.5346
1989-10-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.2481
1989-11-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,105.4
1989-11-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.46
1989-11-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,98.56
1989-11-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,76.646
1989-11-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,76.466
1989-11-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,76.3
1989-11-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,76.531
1989-11-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,68.598
1989-11-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,68.5985
1989-11-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,67.9071
1989-11-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,68.9065
1989-11-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,68.9461
1989-11-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,61.3164
1989-11-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.4034
1989-11-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,61.539
1989-11-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,61.5088
1989-11-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,61.5146
1989-11-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,63.6855
1989-11-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.044
1989-11-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,63.7465
1989-11-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.4576
1989-12-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.1
1989-12-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.944
1989-12-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.032
1989-12-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.172
1989-12-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,76.993
1989-12-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,76.847
1989-12-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.047
1989-12-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.076
1989-12-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.0759
1989-12-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.3829
1989-12-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.4069
1989-12-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.3735
1989-12-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,61.7063
1989-12-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.7667
1989-12-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,61.9024
1989-12-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,61.8707
1989-12-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,61.8768
1989-12-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.0639
1989-12-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.4375
1989-12-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.1419
1989-12-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.8477
1990-01-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,105.5
1990-01-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.455
1990-01-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,98.572
1990-01-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,76.72
1990-01-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,76.543
1990-01-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,76.45
1990-01-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,76.572
1990-01-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,68.677
1990-01-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,68.6766
1990-01-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,67.9912
1990-01-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.0314
1990-01-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.0147
1990-01-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,61.3763
1990-01-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.4201
1990-01-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,61.5534
1990-01-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,61.4958
1990-01-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,61.4882
1990-01-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,63.6658
1990-01-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.001
1990-01-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,63.7117
1990-01-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.4171
1990-02-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.1
1990-02-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.964
1990-02-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.081
1990-02-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.435
1990-02-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.257
1990-02-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.103
1990-02-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.234
1990-02-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.266
1990-02-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.2657
1990-02-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.5855
1990-02-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.6427
1990-02-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.6252
1990-02-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,61.9354
1990-02-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.9786
1990-02-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.1122
1990-02-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.0704
1990-02-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.0678
1990-02-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.2643
1990-02-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.6509
1990-02-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.3504
1990-02-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.0517
1990-03-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.4
1990-03-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,99.443
1990-03-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.559
1990-03-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.827
1990-03-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.65
1990-03-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.425
1990-03-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.586
1990-03-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.595
1990-03-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.5949
1990-03-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.9063
1990-03-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.9586
1990-03-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.9903
1990-03-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.2183
1990-03-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.299
1990-03-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.4351
1990-03-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.404
1990-03-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.3988
1990-03-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.6143
1990-03-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.9757
1990-03-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.6721
1990-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.3607
1990-04-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,105.7
1990-04-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.874
1990-04-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,98.959
1990-04-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.815
1990-04-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.64
1990-04-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.422
1990-04-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.564
1990-04-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,69.573
1990-04-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.8264
1990-04-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.8708
1990-04-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.8936
1990-04-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.1299
1990-04-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.2206
1990-04-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.3542
1990-04-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.322
1990-04-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.3357
1990-04-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.5467
1990-04-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.8976
1990-04-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.5975
1990-04-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.2562
1990-05-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.5
1990-05-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,99.292
1990-05-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.35
1990-05-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.849
1990-05-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.675
1990-05-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.496
1990-05-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.621
1990-05-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.621
1990-05-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.6215
1990-05-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.9372
1990-05-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.9929
1990-05-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,70.003
1990-05-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.2355
1990-05-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.3371
1990-05-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.4748
1990-05-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.4423
1990-05-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.4364
1990-05-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.6526
1990-05-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,65.0068
1990-05-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.7028
1990-05-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.3971
1990-06-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.7
1990-06-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,99.291
1990-06-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.33
1990-06-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,78.138
1990-06-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.965
1990-06-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.746
1990-06-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.862
1990-06-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.816
1990-06-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.8165
1990-06-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,69.1369
1990-06-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,70.1935
1990-06-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,70.1997
1990-06-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.422
1990-06-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.5306
1990-06-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.6733
1990-06-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.6427
1990-06-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.6392
1990-06-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.8701
1990-06-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,65.2286
1990-06-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.9174
1990-06-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.6064
1990-07-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.5
1990-07-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,99.219
1990-07-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.284
1990-07-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.985
1990-07-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.814
1990-07-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.625
1990-07-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.737
1990-07-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.715
1990-07-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.7153
1990-07-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,69.0314
1990-07-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,70.0933
1990-07-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,70.0984
1990-07-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.3453
1990-07-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.4758
1990-07-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.6147
1990-07-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.5518
1990-07-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.5683
1990-07-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.8027
1990-07-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,65.1543
1990-07-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.8436
1990-07-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.5289
1990-08-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.8
1990-08-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,99.392
1990-08-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.477
1990-08-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,78.084
1990-08-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.916
1990-08-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.83
1990-08-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.941
1990-08-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.912
1990-08-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.9124
1990-08-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,69.2207
1990-08-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,70.2669
1990-08-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,70.2451
1990-08-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.4978
1990-08-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.6247
1990-08-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.7649
1990-08-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.7296
1990-08-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.7314
1990-08-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.9801
1990-08-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,65.3528
1990-08-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,65.043
1990-08-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.7258
1990-09-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.8
1990-09-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,99.519
1990-09-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.613
1990-09-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,78.19
1990-09-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,78.023
1990-09-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.952
1990-09-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,78.096
1990-09-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,70.04
1990-09-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,70.0404
1990-09-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,69.3629
1990-09-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,70.4039
1990-09-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,70.401
1990-09-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.6399
1990-09-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.7564
1990-09-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.8974
1990-09-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.8545
1990-09-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.8608
1990-09-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,65.1002
1990-09-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,65.4459
1990-09-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,65.1372
1990-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.8148
1990-10-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,106.3
1990-10-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,98.981
1990-10-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,99.064
1990-10-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,77.709
1990-10-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,77.547
1990-10-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,77.417
1990-10-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,77.546
1990-10-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,69.536
1990-10-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,69.5358
1990-10-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.8644
1990-10-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.8922
1990-10-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.8819
1990-10-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,62.1637
1990-10-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,62.2734
1990-10-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,62.4105
1990-10-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,62.3786
1990-10-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,62.3779
1990-10-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,64.604
1990-10-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.945
1990-10-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,64.6442
1990-10-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,64.3264
1990-11-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,105.0
1990-11-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,97.677
1990-11-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,97.748
1990-11-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,76.722
1990-11-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,76.564
1990-11-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,76.488
1990-11-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,76.606
1990-11-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,68.715
1990-11-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,68.7151
1990-11-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,68.0528
1990-11-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,69.0512
1990-11-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,69.037
1990-11-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,61.405
1990-11-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.5279
1990-11-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,61.6631
1990-11-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,61.6223
1990-11-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,61.637
1990-11-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,63.8483
1990-11-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,64.1877
1990-11-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,63.8853
1990-11-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.5713
1990-12-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,104.5
1990-12-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,97.117
1990-12-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,97.171
1990-12-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,76.235
1990-12-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,76.081
1990-12-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,75.959
1990-12-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,76.074
1990-12-01 00:00:00,2006-12-10 00:00:00,2005-11-07 00:00:00,68.23
1990-12-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,67.5785
1990-12-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,68.5847
1990-12-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,68.5531
1990-12-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,60.9742
1990-12-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,61.0888
1990-12-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,61.2273
1990-12-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,61.1932
1990-12-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,61.2198
1990-12-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,63.4125
1990-12-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,63.7612
1990-12-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,63.4658
1990-12-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,63.1589
1991-01-01 00:00:00,1997-01-26 00:00:00,1995-01-01 00:00:00,104.0
1991-01-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,96.653
1991-01-01 00:00:00,2002-12-04 00:00:00,1997-12-09 00:00:00,96.693
1991-01-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,75.953
