-0.17291,1.7721
-0.17879,1.6361
-0.16238,1.2804
-0.10431,1.5563
-0.067553,1.1756
0.013655,1.286
0.018502,1.2679
0.10771,1.5318
-0.091618,2.1157
-0.11094,1.6671
-0.143,1.824
-0.13781,2.3929
-0.25314,2.3956
-0.35294,1.87
-0.37117,1.8375
-0.36728,2.2869
-0.46175,1.9218
-0.38002,2.7676
-0.39247,3.3624
-0.54273,2.9616
-0.43047,3.0986
-0.45813,2.4949
-0.47506,2.1547
-0.39768,2.8219
-0.40275,2.7497
-0.2691,1.602
-0.26082,1.9222
-0.19683,1.8051
-0.11011,1.5141
0.02596,1.3727
0.0014525,1.7017
-0.094535,1.4937
0.10122,0.94412
0.19309,0.99321
-0.01665,1.1952
0.10618,1.0259
0.050326,1.526
0.068195,1.2352
0.0032757,1.0956
0.037813,1.3376
0.096446,1.5102
0.001181,1.5978
-0.022928,1.4803
-0.039945,1.8654
-0.11904,1.389
-0.12769,1.6031
-0.077329,1.4374
-0.14815,2.0912
-0.27752,2.3275
-0.25306,1.8135
-0.19369,2.1628
-0.21017,2.3603
-0.28349,1.7632
-0.16395,1.4679
-0.020734,1.1203
0.011896,1.1808
0.074454,1.4247
-0.0047317,1.4141
0.076752,1.0611
0.13642,0.9597
0.064649,1.0862
0.056104,0.92177
0.15527,1.1472
0.068464,1.3665
0.036848,1.3023
0.021151,0.94907
0.055847,1.4394
0.016216,1.1213
-0.097223,1.4863
-0.056766,1.6368
0.0435,1.2581
0.081004,1.3646
0.11141,1.1183
0.15113,1.0274
0.10196,1.1343
0.13277,1.4916
-0.0749,1.7115
-0.032279,1.9353
-0.038753,1.737
-0.21904,2.3654
-0.22541,1.6878
-0.13502,1.9769
-0.17258,2.0127
-0.33657,1.7431
-0.2148,1.9897
-0.1776,1.4807
-0.16689,1.3517
-0.11618,1.2756
0.062746,1.3358
-0.026696,1.472
0.046098,1.2144
0.00050537,1.3029
0.056773,0.94915
-0.053376,1.1457
-0.021921,1.8355
-0.25857,1.9502
-0.27634,2.0235
-0.26592,1.8084
-0.24651,1.9334
-0.12676,1.6944
